updateddate,addeddate,reportdate,mechvent_tech,goggles,er_nurse,gloves,icu_nurse,head_cover,pulmo,respthe,shoe_cover,face_shield,ward_nurse,id,hfhudcode,ic_specialist,surgmask,medtech,gown,resident,id_specialist,n95mask,cfname
2020-04-03 12:49:07,2020-04-03 12:49:07,2020-04-03,0,0,2,100,0,30,0,0,10,80,1899-12-31,104,DOH000000000004186,0,100,2,30,2,0,100,TEODORO B. GALAGAR DISTRICT HOSPITAL
2020-04-10 11:55:37,2020-04-10 11:55:37,2020-04-10,0,10,2,25,0,330,0,0,40,30,1899-12-30,333,DOH000000000006060,0,6,0,71,1,0,20,SURIGAO DEL NORTE PROVINCIAL HOSPITAL
2020-04-10 16:17:04,2020-04-10 16:17:04,2020-04-10,0,2,2,1,0,5,1,0,2,6,1900-01-02,487,DOH000000000005526,3,1,2,2,2,0,0,TOMAS-CACAL MEDICAL CLINIC & HOSPITAL
2020-04-10 15:51:08,2020-04-10 15:51:08,2020-04-10,0,15,2,10,0,200,0,0,25,50,1900-01-03,438,DOH000000000005452,0,10,2,40,2,0,5,INFANTE HOSPITAL MANAGEMENT CORPORATION
2020-04-10 16:08:52,2020-04-10 16:08:52,2020-04-10,0,10,2,380,0,20,2,0,3,15,1899-12-31,473,DOH000000000008483,0,39,1,600,1,2,0,"DR. RONALD P. GUZMAN MEDICAL CENTER, INC."
2020-03-27 10:02:11,2020-03-27 10:02:11,2020-03-27,0,51,2,435,0,80,2,0,16,58,1899-12-31,5,DOH000000000008483,0,89,1,1000,1,2,2,"DR. RONALD P. GUZMAN MEDICAL CENTER, INC."
2020-04-03 12:10:48,2020-04-03 12:10:48,2020-04-03,0,20,2,405,0,40,2,0,8,20,1899-12-31,97,DOH000000000008483,0,64,1,700,1,2,0,"DR. RONALD P. GUZMAN MEDICAL CENTER, INC."
2020-04-03 16:36:35,2020-04-03 16:36:35,2020-04-03,1,0,2,80,3,50,1,0,0,30,1900-01-01,195,DOH000000000007511,1,75,2,60,2,1,50,"ADVENTIST MEDICAL CENTER-ILIGAN CITY, INC."
2020-03-31 8:51:02,2020-03-31 8:51:02,2020-03-31,1,0,2,70,1,200,1,0,50,30,1899-12-30,39,DOH000000000007511,0,45,1,50,2,1,5,"ADVENTIST MEDICAL CENTER-ILIGAN CITY, INC."
2020-04-10 15:48:00,2020-04-10 15:48:00,2020-04-10,0,80,2,75,0,256,0,0,58,60,1900-01-01,431,DOH000000000001670,0,32,2,57,1,0,135,DON MODESTO FORMILLEZA SR. MEMORIAL HOSPITAL
2020-04-02 1:25:30,2020-04-02 1:25:30,2020-04-02,0,82,2,37,0,358,0,0,58,60,1900-01-01,59,DOH000000000001670,0,1,2,58,1,0,85,DON MODESTO FORMILLEZA SR. MEMORIAL HOSPITAL
2020-04-10 19:31:56,2020-04-10 19:31:56,2020-04-10,0,30,2,22,0,180,0,0,70,405,1900-01-04,558,DOH000000000001977,0,46,4,50,3,3,66,MARIVELES MENTAL WELLNESS  AND GENERAL HOSPITAL
2020-04-03 1:11:43,2020-04-03 1:11:43,2020-04-03,0,50,2,33,0,100,0,0,70,250,1900-01-04,105,DOH000000000001977,0,80,4,7,3,3,17,MARIVELES MENTAL WELLNESS  AND GENERAL HOSPITAL
2020-03-30 17:38:28,2020-03-30 17:38:28,2020-03-30,0,34,2,20,0,100,0,0,38,61,1900-01-04,37,DOH000000000001977,0,27,4,4,3,3,14,MARIVELES MENTAL WELLNESS  AND GENERAL HOSPITAL
2020-04-10 11:06:09,2020-04-10 11:06:09,2020-04-10,0,3,2,28,0,558,0,0,30,0,1900-01-09,325,DOH000000000005597,0,28,4,10,3,0,50,FR. GERRY FILIPPETTO MEMORIAL FOUNDATION HOSPITAL
2020-04-03 9:10:52,2020-04-03 9:10:52,2020-04-03,0,3,2,30,0,600,0,0,30,0,1900-01-09,81,DOH000000000005597,0,30,4,10,3,0,50,FR. GERRY FILIPPETTO MEMORIAL FOUNDATION HOSPITAL
2020-04-10 15:54:29,2020-04-10 15:54:29,2020-04-10,9,5,2,2,0,5,0,0,5,25,1900-01-01,443,DOH000000000003408,0,1,1,15,2,0,0,MOISES R. ESPINOSA SR. MEMORIAL MUNICIPAL HOSPITAL
2020-04-12 11:57:50,2020-04-12 11:57:50,2020-04-12,0,0,2,125,3,1028,0,2,0,129,1899-12-30,618,DOH000000000038110,0,8,2,127,2,1,5,BATANGAS HEALTHCARE SPECIALISTS MEDICAL CENTER (new)
2020-04-03 4:29:10,2020-04-03 4:29:10,2020-04-03,1,0,2,236,0,0,0,0,0,61,1899-12-31,191,DOH000000000038110,0,11,2,92,2,1,1,BATANGAS HEALTHCARE SPECIALISTS MEDICAL CENTER (new)
2020-04-10 16:33:14,2020-04-10 16:33:14,2020-04-10,0,30,2,120,0,2900,0,0,10,70,1899-12-31,501,DOH000000000000481,0,170,1,1100,1,0,22,DON JOSE S. MONFORT MEDICAL CENTER EXTENSION HOSPITAL
2020-04-10 15:30:38,2020-04-10 15:30:38,2020-04-10,0,2,2,45,0,150,0,0,0,200,1899-12-30,414,DOH000000000002804,0,0,0,2,0,0,1,MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES COOPERATI
2020-04-03 3:55:04,2020-04-03 3:55:04,2020-04-03,0,2,2,65,0,300,0,0,0,200,1899-12-30,170,DOH000000000002804,0,0,0,2,0,1,2,MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES COOPERATI
2020-04-10 10:17:48,2020-04-10 10:17:48,2020-04-10,0,1,3,1,0,10,0,0,0,10,1900-01-05,314,DOH000000000002164,0,1,0,2,3,1,5,GAMBALAN HOSPITAL
2020-04-10 16:03:38,2020-04-10 16:03:38,2020-04-10,0,84,3,727,0,3000,1,1,200,0,1900-01-01,464,DOH000000000005687,0,2000,1,20,3,1,2065,SEAMEN?S HOSPITAL
2020-04-03 9:40:02,2020-04-03 9:40:02,2020-04-03,0,75,3,776,0,3000,1,1,50,0,1900-01-02,85,DOH000000000005687,0,470,1,40,1,1,1037,SEAMEN?S HOSPITAL
2020-04-03 20:09:05,2020-04-03 20:09:05,2020-04-03,0,3,3,2,0,6,0,0,2,0,1900-01-03,223,DOH000000000003317,0,0,1,1,2,0,0,DANAO-SALE HOSPITAL
2020-04-10 15:41:27,2020-04-10 15:41:27,2020-04-10,0,3,3,2,0,6,0,0,2,3,1900-01-03,422,DOH000000000003317,0,0,1,2,2,0,0,DANAO-SALE HOSPITAL
2020-04-03 16:49:26,2020-04-03 16:49:26,2020-04-03,0,2,3,2,0,20,0,0,20,20,1900-01-03,205,DOH000000000000445,0,2,0,2,2,0,1,CHAVEZ MEDICAL CLINIC
2020-04-11 8:14:53,2020-04-11 8:14:53,2020-04-11,0,2,3,2,0,20,0,0,20,20,1900-01-03,576,DOH000000000000445,0,2,0,7,2,0,1,CHAVEZ MEDICAL CLINIC
2020-04-03 3:32:49,2020-04-03 3:32:49,2020-04-03,0,0,3,1,0,1,0,0,0,12,1900-01-02,151,DOH000000000000548,0,0,2,0,3,0,0,FAMILY MEDICAL CLINIC
2020-04-10 15:47:07,2020-04-10 15:47:07,2020-04-10,0,0,3,1,0,1,0,0,0,12,1900-01-02,428,DOH000000000000548,0,0,2,0,3,0,0,FAMILY MEDICAL CLINIC
2020-04-11 20:07:20,2020-04-11 20:07:20,2020-04-11,0,0,3,1,0,0,0,0,0,10,1900-01-07,611,DOH000000000000454,0,0,1,5,2,0,0,CLINICA JESUS NAZARENO
2020-04-03 2:50:09,2020-04-03 2:50:09,2020-04-03,0,20,3,8,2,20,0,0,20,10,1900-01-07,126,DOH000000000003916,0,5,4,20,1,0,3,CUYO DISTRICT HOSPITAL
2020-04-10 15:25:49,2020-04-10 15:25:49,2020-04-10,0,0,3,0,0,0,0,0,0,0,1900-01-11,405,DOH000000000001980,0,0,3,0,3,0,0,ALICIA DISTRICT HOSPITAL
2020-04-10 16:09:41,2020-04-10 16:09:41,2020-04-10,0,15,3,56,0,690,1,0,10,40,1900-01-11,477,DOH000000000004148,0,22,4,50,6,0,0,LEONCIO GENERAL HOSPITAL
2020-04-03 2:57:43,2020-04-03 2:57:43,2020-04-03,0,15,3,57,0,697,1,0,10,40,1900-01-11,129,DOH000000000004148,0,23,4,52,6,0,0,LEONCIO GENERAL HOSPITAL
2020-04-01 5:17:12,2020-04-01 5:17:12,2020-04-01,0,15,3,58,0,700,1,0,10,40,1900-01-11,54,DOH000000000004148,0,24,0,55,6,0,0,LEONCIO GENERAL HOSPITAL
2020-04-10 9:01:04,2020-04-10 9:01:04,2020-04-10,0,0,3,1,0,0,0,0,0,5,1900-01-02,297,DOH000000000002767,0,1,2,0,2,0,0,RILLERA MEDICAL HOSPITAL
2020-04-02 4:35:18,2020-04-02 4:35:18,2020-04-02,0,20,3,12,0,30,0,0,30,20,1900-01-08,71,DOH000000000004095,0,8,3,30,3,0,2,HOSPITAL OF THE HOLY CROSS
2020-04-10 15:26:54,2020-04-10 15:26:54,2020-04-10,0,20,3,10,0,300,0,0,30,30,1900-01-02,407,DOH000000000004095,0,10,3,20,3,0,1,HOSPITAL OF THE HOLY CROSS
2020-04-10 15:56:04,2020-04-10 15:56:04,2020-04-10,0,5,3,17,0,25,0,0,5,50,1900-01-06,448,DOH000000000002549,0,2,2,25,3,0,15,QUEZON COMMUNITY INFIRMARY
2020-04-03 3:58:06,2020-04-03 3:58:06,2020-04-03,0,0,3,0,0,0,0,0,0,22,1900-01-02,171,DOH000000000000754,0,0,1,0,1,0,0,S.S LUMAPAS MEDICAL CLINIC
2020-04-04 9:20:08,2020-04-04 9:20:08,2020-04-04,0,2,3,2,0,0,0,0,0,0,1900-01-04,228,DOH000000000004449,0,0,2,10,5,0,0,KITCHARAO DISTRICT HOSPITAL
2020-04-03 19:04:37,2020-04-03 19:04:37,2020-04-03,0,30,3,15,0,30,0,0,30,30,1900-01-02,222,DOH000000000001562,0,10,2,30,3,0,30,MALIPAYON DISTRICT HOSPITAL
2020-04-10 20:12:41,2020-04-10 20:12:41,2020-04-10,0,0,3,50,0,250,0,0,0,0,1900-01-02,563,DOH000000000004054,0,0,1,7,1,0,2,RAPU-RAPU DISTRICT HOSPITAL
2020-04-03 4:33:27,2020-04-03 4:33:27,2020-04-03,0,35,3,180,0,618,0,0,145,82,1899-12-30,193,DOH000000000004794,0,112,0,112,1,0,19,"RIVERA MEDICAL CENTER, INC."
2020-04-10 15:21:13,2020-04-10 15:21:13,2020-04-10,0,25,3,164,0,893,0,0,28,52,1899-12-30,400,DOH000000000004794,0,106,0,127,1,0,17,"RIVERA MEDICAL CENTER, INC."
2020-04-03 3:41:53,2020-04-03 3:41:53,2020-04-03,0,2,3,4,0,20,0,0,1,2,1900-01-12,161,DOH000000000006576,0,1,5,10,12,0,0,SALUG VALLEY MEDICAL CENTER
2020-04-07 12:16:30,2020-04-07 12:16:30,2020-04-07,0,14,3,3,0,0,0,0,50,6,1900-01-02,269,DOH000000000005938,0,0,1,50,4,0,1,TORRIJOS MUNICIPAL HOSPITAL
2020-04-10 14:44:19,2020-04-10 14:44:19,2020-04-10,0,0,3,3,0,20,0,0,0,40,1900-01-01,379,DOH000000000001506,0,2,1,9,1,0,1,CABADBARAN DISTRICT HOSPITAL
2020-04-11 12:05:12,2020-04-11 12:05:12,2020-04-11,0,80,3,7,0,337,0,0,175,18,1900-01-16,594,DOH000000000004969,0,16,5,217,4,0,2,CAMP NAVARRO GENERAL HOSPITAL
2020-04-11 13:31:30,2020-04-11 13:31:30,2020-04-11,0,9,3,10,0,0,0,0,0,10,1899-12-30,598,DOH000000000000298,0,0,0,9,1,0,0,DR. MIGUEL V. ALEGRE HOSPITAL
2020-04-11 11:18:39,2020-04-11 11:18:39,2020-04-11,0,10,3,84,0,300,1,0,300,10,1900-01-01,591,DOH000000000003566,0,23,1,50,4,0,5,"SOLLER GENERAL HOSPITAL, INC."
2020-04-10 12:19:46,2020-04-10 12:19:46,2020-04-10,0,51,3,41,0,21,0,0,32,62,1900-01-01,341,DOH000000000000542,0,42,1,23,1,0,3,EDWIN ANDREWS AIRBASE HOSPITAL
2020-04-11 15:06:17,2020-04-11 15:06:17,2020-04-11,0,2,3,2,0,2,0,0,2,2,1900-01-05,603,DOH000000000003547,0,8,1,2,5,0,0,PRIETO DIAZ MUNICIPAL HOSPITAL
2020-04-03 1:56:47,2020-04-03 1:56:47,2020-04-03,0,10,3,18,0,9300,0,0,75,0,1900-01-01,114,DOH000000000000232,0,4,1,18,1,0,6,SAN SEBASTIAN DISTRICT HOSPITAL
2020-04-10 10:55:06,2020-04-10 10:55:06,2020-04-10,0,52,3,14,0,900,0,0,85,45,1900-01-01,322,DOH000000000000232,0,7,1,27,1,0,5,SAN SEBASTIAN DISTRICT HOSPITAL
2020-04-10 15:55:30,2020-04-10 15:55:30,2020-04-10,0,69,3,3,0,173,0,0,101,55,1900-01-02,445,DOH000000000038482,0,6,2,58,0,0,24,DR. JOSE RIZAL DISTRICT HOSPITAL
2020-04-07 16:32:22,2020-04-07 16:32:22,2020-04-07,0,44,3,2,0,148,0,0,101,30,1900-01-02,274,DOH000000000038482,0,1,2,43,0,0,9,DR. JOSE RIZAL DISTRICT HOSPITAL
2020-04-10 15:26:22,2020-04-10 15:26:22,2020-04-10,0,0,3,20,0,0,0,0,6,10,1899-12-31,406,DOH000000000037698,0,0,1,10,1,0,0,SULTAN KUDARAT DISTRICT HOSPITAL
2020-04-10 14:33:18,2020-04-10 14:33:18,2020-04-10,0,0,3,2,2,50,1,2,50,10,1900-01-02,375,DOH000000000003808,0,0,2,50,2,1,0,"BRENT HOSPITAL AND COLLEGES, INC."
2020-04-10 16:07:31,2020-04-10 16:07:31,2020-04-10,0,8,3,100,1,1500,0,0,40,120,1900-01-04,472,DOH000000000003625,0,60,3,21,1,0,1,MISAMIS UNIVERSITY MEDICAL CENTER
2020-04-10 9:06:05,2020-04-10 9:06:05,2020-04-10,0,0,3,2,0,0,0,0,0,10,1900-01-02,299,DOH000000000003669,0,1,1,0,2,0,3,"DE CASTRO HOSPITAL FOUNDATION, INC."
2020-04-10 15:07:42,2020-04-10 15:07:42,2020-04-10,0,12,3,6,0,300,0,0,300,1,1900-01-02,393,DOH000000000003623,0,0,0,50,1,0,2,LANAO DEL NORTE PROVINCIAL HOSPITAL
2020-04-01 7:36:10,2020-04-01 7:36:10,2020-04-01,0,15,3,20,0,30,0,0,15,15,1900-01-03,47,DOH000000000002748,0,30,3,15,3,1,10,DR. DAMIAN REYES PROVINCIAL HOSPITAL
2020-04-11 9:41:02,2020-04-11 9:41:02,2020-04-11,0,3,3,1,0,30,0,0,30,30,1900-01-08,585,DOH000000000006878,0,1,2,10,4,0,1,ESPERANZA MEDICARE COMMUNITY HOSPITAL
2020-03-30 15:25:15,2020-03-30 15:25:15,2020-03-30,0,5,3,3,0,0,1,0,35,64,1900-01-03,36,DOH000000000038000,0,50,1,48,3,0,3,"METRO HEALTH SPECIALISTS HOSPITAL, INC."
2020-04-07 17:10:29,2020-04-07 17:10:29,2020-04-07,1,20,3,30,0,100,1,0,100,50,1900-01-03,275,DOH000000000017445,0,1,2,50,1,1,2,"HOLY NAME UNIVERSITY MEDICAL CENTER, INC."
2020-03-28 8:29:26,2020-03-28 8:29:26,2020-03-28,1,5,3,20,0,100,1,0,50,30,1900-01-03,14,DOH000000000017445,0,10,2,10,1,1,6,"HOLY NAME UNIVERSITY MEDICAL CENTER, INC."
2020-04-10 8:49:32,2020-04-10 8:49:32,2020-04-10,0,4,3,2,0,12,0,0,3,5,1899-12-30,293,DOH000000000034464,0,1,0,6,3,0,0,"ZONE MEDICAL AND INTERVENTION HOSPITAL, INC."
2020-04-04 12:04:34,2020-04-04 12:04:34,2020-04-04,0,3,3,1,0,5,1,0,0,10,1900-01-02,234,DOH000000000034464,0,1,3,5,3,0,0,"ZONE MEDICAL AND INTERVENTION HOSPITAL, INC."
2020-04-01 4:35:59,2020-04-01 4:35:59,2020-04-01,0,15,3,58,0,700,1,0,10,40,1900-01-11,53,DOH000000000004329,0,24,4,55,6,0,0,CAMP GENERAL ARTEMIO RICARTE STATION HOSPITAL
2020-04-10 16:13:26,2020-04-10 16:13:26,2020-04-10,0,1,4,1,0,5,1,0,2,5,1900-01-05,481,DOH000000000007054,0,1,5,1,4,0,0,FCC INFIRMARY
2020-04-10 8:10:37,2020-04-10 8:10:37,2020-04-10,1,30,4,10,4,50,1,1,0,50,1900-01-03,286,DOH000000000038008,1,10,2,50,1,1,9,SALUBRIS INC.
2020-04-11 8:21:27,2020-04-11 8:21:27,2020-04-11,0,0,4,0,0,0,1,0,0,0,1900-01-05,577,DOH000000000004818,0,0,6,0,2,0,0,ESTHER HOSPITAL
2020-04-03 2:37:11,2020-04-03 2:37:11,2020-04-03,0,0,4,0,0,0,1,0,0,0,1900-01-05,124,DOH000000000004818,0,0,0,0,2,0,0,ESTHER HOSPITAL
2020-04-10 13:28:27,2020-04-10 13:28:27,2020-04-10,0,0,4,1,0,3,0,0,3,17,1900-01-07,358,DOH000000000005233,0,1,3,0,2,0,0,LIZASO HOSPITAL
2020-04-11 11:17:07,2020-04-11 11:17:07,2020-04-11,0,14,4,21,0,100,0,0,100,10,1900-01-05,590,DOH000000000032773,0,4,2,25,4,0,0,MEDINA HOSPITAL
2020-04-10 16:00:41,2020-04-10 16:00:41,2020-04-10,0,0,4,3,0,0,0,0,0,12,1900-01-12,460,DOH000000000000319,0,3,0,9,1,0,6,RICO'S HOSPITAL
2020-04-10 15:54:04,2020-04-10 15:54:04,2020-04-10,0,150,4,300,3,281,0,0,200,50,1900-01-03,442,DOH000000000000277,0,320,3,50,4,1,87,Bicol Sanitarium
2020-04-03 4:27:57,2020-04-03 4:27:57,2020-04-03,0,200,4,300,3,350,0,0,200,50,1900-01-03,189,DOH000000000000277,0,320,3,50,4,1,1750,Bicol Sanitarium
2020-04-10 16:34:14,2020-04-10 16:34:14,2020-04-10,0,10,4,60,0,200,0,0,10,50,1900-01-07,504,DOH000000000002831,0,3,6,10,3,0,0,HERAMIL HOSPITAL
2020-04-10 22:08:43,2020-04-10 22:08:43,2020-04-10,0,3,4,10,0,20,0,0,4,20,1900-01-08,569,DOH000000000030126,0,1,0,10,3,0,0,SAGNAY INFIRMARY
2020-04-05 10:52:38,2020-04-05 10:52:38,2020-04-05,0,10,4,10,0,100,0,0,100,50,1900-01-07,247,DOH000000000024449,0,10,6,10,4,0,5,ISIAH MEDICAL CENTER
2020-04-10 17:07:26,2020-04-10 17:07:26,2020-04-10,0,0,4,0,0,0,0,0,0,0,1900-01-03,532,DOH000000000003985,0,1,0,0,3,0,1,PAZZU MEDICAL CLINIC
2020-04-10 11:05:23,2020-04-10 11:05:23,2020-04-10,0,20,4,3,0,50,0,0,0,15,1900-01-07,324,DOH000000000000355,0,3,1,10,3,0,0,SULOP MEDICAL CLINIC
2020-04-10 17:38:34,2020-04-10 17:38:34,2020-04-10,1,45,4,951,7,710,2,1,710,45,1900-01-11,542,DOH000000000004358,1,62,2,710,3,1,2,"SUMC FOUNDATION, INC."
2020-04-04 10:13:42,2020-04-04 10:13:42,2020-04-04,1,0,4,1089,7,893,2,1,893,70,1900-01-11,230,DOH000000000004358,1,40,2,893,3,1,2,"SUMC FOUNDATION, INC."
2020-04-10 8:58:43,2020-04-10 8:58:43,2020-04-10,0,8,4,23,0,50,0,0,2,10,1900-01-03,296,DOH000000000005970,0,4,4,5,2,0,1,GRACE MISSION HOSPITAL
2020-04-03 10:50:48,2020-04-03 10:50:48,2020-04-03,0,8,4,30,0,50,0,0,2,10,1900-01-03,92,DOH000000000005970,0,5,3,0,2,0,1,GRACE MISSION HOSPITAL
2020-04-11 14:46:06,2020-04-11 14:46:06,2020-04-11,0,20,4,10,4,200,4,2,200,20,1900-01-03,602,DOH000000000002882,1,100,4,40,8,2,1,JECSONS MEDICAL CENTER
2020-04-03 17:43:39,2020-04-03 17:43:39,2020-04-03,0,20,4,10,4,200,5,3,200,20,1900-01-03,216,DOH000000000002882,1,10,4,30,8,2,1,JECSONS MEDICAL CENTER
2020-04-11 14:23:23,2020-04-11 14:23:23,2020-04-11,0,5,4,10,0,20,0,0,10,20,1900-01-07,601,DOH000000000024002,0,0,4,5,3,0,1,TIGAON PRIMARY HOSPITAL
2020-04-03 11:35:43,2020-04-03 11:35:43,2020-04-03,0,16,4,0,0,0,1,0,0,0,1900-01-02,94,DOH000000000003409,0,0,1,16,1,0,0,ABORLAN MEDICAL HOSPITAL
2020-04-10 16:01:48,2020-04-10 16:01:48,2020-04-10,0,16,4,1,0,3,1,0,8,5,1900-01-02,462,DOH000000000003409,0,0,1,16,2,0,0,ABORLAN MEDICAL HOSPITAL
2020-04-03 2:05:11,2020-04-03 2:05:11,2020-04-03,3,144,4,123,7,3900,1,3,698,629,1900-01-04,120,DOH000000000001918,1,3535,1,1476,6,1,1074,CARAGA REGIONAL HOSPITAL
2020-04-11 16:55:21,2020-04-11 16:55:21,2020-04-11,0,0,4,1,0,0,0,0,0,20,1900-01-03,607,DOH000000000000240,0,1,0,5,1,0,2,ZAPANTA GENERAL HOSPITAL
2020-03-28 10:43:42,2020-03-28 10:43:42,2020-03-28,0,10,4,12,0,10,0,0,10,10,1900-01-03,18,DOH000000000003027,0,8,2,35,4,0,2,ALCALA MUNICIPAL HOSPITAL
2020-04-03 17:27:18,2020-04-03 17:27:18,2020-04-03,0,5,4,5,0,30,0,0,5,30,1900-01-03,214,DOH000000000003027,0,5,2,10,4,0,0,ALCALA MUNICIPAL HOSPITAL
2020-04-10 17:04:08,2020-04-10 17:04:08,2020-04-10,0,5,4,1,0,5,0,0,5,15,1900-01-03,530,DOH000000000004575,0,3,1,5,2,0,0,GIGMOTO DISTRICT HOSPITAL
2020-04-03 3:29:58,2020-04-03 3:29:58,2020-04-03,0,2,4,190,4,0,0,1,50,0,1900-01-08,148,DOH000000000038007,0,3,7,2,7,0,1,GRUPO MEDICO DE DIOS INC.
2020-04-07 16:29:56,2020-04-07 16:29:56,2020-04-07,0,0,4,0,0,50,0,0,50,12,1900-01-08,273,DOH000000000005735,0,30,5,10,4,0,1,KASIBU MUNICIPAL HOSPITAL
2020-03-31 10:06:04,2020-03-31 10:06:04,2020-03-31,0,0,4,0,0,50,0,0,0,10,1900-01-08,40,DOH000000000005735,0,38,5,0,4,0,1,KASIBU MUNICIPAL HOSPITAL
2020-04-02 4:55:43,2020-04-02 4:55:43,2020-04-02,0,7,4,30,0,40,0,0,10,17,1900-01-04,73,DOH000000000002657,0,30,2,10,0,0,1,NAUJAN MUNICIPAL HOSPITAL
2020-04-10 14:46:01,2020-04-10 14:46:01,2020-04-10,0,0,4,2,0,0,0,0,0,24,1900-01-03,382,DOH000000000002983,0,4,1,3,2,0,0,CASIGURAN DISTRICT HOSPITAL
2020-04-03 3:33:50,2020-04-03 3:33:50,2020-04-03,0,0,4,0,0,0,0,0,0,0,1900-01-03,152,DOH000000000002983,0,0,1,0,2,0,0,CASIGURAN DISTRICT HOSPITAL
2020-04-10 15:50:29,2020-04-10 15:50:29,2020-04-10,0,5,4,40,0,5,0,0,5,5,1900-01-04,436,DOH000000000003831,0,5,4,5,2,0,1,CATAINGAN DISTRICT HOSPITAL
2020-04-10 15:16:38,2020-04-10 15:16:38,2020-04-10,0,6,4,2,0,50,0,0,25,100,1900-01-05,399,DOH000000000004449,0,8,2,20,6,0,4,KITCHARAO DISTRICT HOSPITAL
2020-04-10 13:27:04,2020-04-10 13:27:04,2020-04-10,0,11,4,70,0,1200,0,0,5,42,1900-01-04,357,DOH000000000007510,0,100,1,13,2,0,15,Mindanao Central Sanitarium
2020-04-03 3:08:29,2020-04-03 3:08:29,2020-04-03,0,8,4,70,0,1200,0,0,5,43,1900-01-04,133,DOH000000000007510,0,94,1,13,2,1,15,Mindanao Central Sanitarium
2020-04-03 2:00:24,2020-04-03 2:00:24,2020-04-03,0,50,4,55,0,200,1,0,0,150,1900-02-17,117,DOH000000000005197,0,12,14,50,10,0,20,ROMBLON PROVINCIAL HOSPITAL
2020-04-10 8:13:03,2020-04-10 8:13:03,2020-04-10,0,60,4,75,0,2000,1,0,80,72,1900-02-17,288,DOH000000000005197,0,200,14,46,10,0,50,ROMBLON PROVINCIAL HOSPITAL
2020-04-05 9:41:38,2020-04-05 9:41:38,2020-04-05,0,50,4,50,4,100,1,0,100,50,1900-01-03,246,DOH000000000026270,0,20,2,20,1,1,2,"ANTIQUE MEDICAL CENTER, INC."
2020-03-29 11:41:09,2020-03-29 11:41:09,2020-03-29,7,30,4,100,4,100,1,0,100,25,1900-01-07,24,DOH000000000026270,0,100,4,30,1,1,1,"ANTIQUE MEDICAL CENTER, INC."
2020-04-10 8:57:03,2020-04-10 8:57:03,2020-04-10,0,25,4,10,4,25,0,0,25,25,1900-01-07,295,DOH000000000004384,0,10,6,65,3,0,1,OUR LADY OF LOURDES HOSPITAL
2020-04-03 18:08:21,2020-04-03 18:08:21,2020-04-03,0,1,4,30,0,48,0,0,0,49,1900-01-03,218,DOH000000000003787,0,40,2,5,2,0,5,SAN MIGUEL COMMUNITY HOSPITAL
2020-04-10 16:15:15,2020-04-10 16:15:15,2020-04-10,0,1,4,14,0,24,0,0,0,49,1900-01-03,483,DOH000000000003787,0,23,2,44,2,0,2,SAN MIGUEL COMMUNITY HOSPITAL
2020-04-03 3:51:59,2020-04-03 3:51:59,2020-04-03,0,30,4,197,0,1400,0,0,38,150,1900-01-03,166,DOH000000000005359,0,50,2,45,6,0,0,HOWARD HUBBARD MEMORIAL HOSPITAL
2020-04-03 16:43:38,2020-04-03 16:43:38,2020-04-03,0,3,4,1,0,50,0,0,0,24,1900-01-04,201,DOH000000000001666,0,0,2,4,3,0,0,INAPOY COMMUNITY PRIMARY HOSPITAL
2020-03-27 11:22:26,2020-03-27 11:22:26,2020-03-27,0,3,4,1,0,50,0,0,0,24,1900-01-04,6,DOH000000000001666,0,0,2,4,1,0,0,INAPOY COMMUNITY PRIMARY HOSPITAL
2020-04-10 21:22:17,2020-04-10 21:22:17,2020-04-10,0,2,4,0,0,0,0,0,0,3,1900-01-03,566,DOH000000000003100,0,3,3,3,4,0,0,MATNOG MEDICARE COMMUNITY HOSPITAL
2020-04-03 3:34:13,2020-04-03 3:34:13,2020-04-03,0,0,4,3,0,50,0,0,10,0,1900-01-07,153,DOH000000000004790,0,0,2,0,4,0,0,NORTHERN CAGAYAN DISTRICT HOSPITAL
2020-04-10 15:55:02,2020-04-10 15:55:02,2020-04-10,0,0,4,2,0,50,0,0,10,20,1900-01-07,444,DOH000000000004790,0,0,2,0,4,0,0,NORTHERN CAGAYAN DISTRICT HOSPITAL
2020-04-10 19:28:41,2020-04-10 19:28:41,2020-04-10,0,1,4,3,0,15,2,0,0,15,1900-01-11,557,DOH000000000003014,0,0,8,5,3,1,0,"OSPITAL NG KABATAAN NG DIPOLOG, INC"
2020-03-28 8:36:37,2020-03-28 8:36:37,2020-03-28,0,0,4,2,0,200,0,0,50,0,1900-01-10,16,DOH000000000032432,0,0,4,10,2,0,0,"BRIGINO GENERAL HOSPITAL, INC. (New)"
2020-04-02 8:53:46,2020-04-02 8:53:46,2020-04-02,0,8,4,4,0,20,0,0,10,10,1900-01-04,55,DOH000000000002748,0,10,3,3,4,0,5,DR. DAMIAN REYES PROVINCIAL HOSPITAL
2020-03-27 13:19:56,2020-03-27 13:19:56,2020-03-27,0,54,4,19,0,54,0,0,54,0,1900-01-11,8,DOH000000000001819,0,8,6,54,0,0,5,NORTHERN PALAWAN PROVINCIAL HOSPITAL
2020-04-10 12:39:47,2020-04-10 12:39:47,2020-04-10,0,89,4,214,0,376,0,0,48,0,1900-01-11,343,DOH000000000001819,0,0,0,63,0,0,119,NORTHERN PALAWAN PROVINCIAL HOSPITAL
