updateddate,addeddate,reporttime,id,icu_np_v,er_suspro,hfhudcode,mechvent_v,beds_ward_v,icu_np_o,mechvent_o,icu_wnp_v,isolbed_o,adm_suspro,beds_ward_o,er_confirm,reportdate,adm_confirm,icu_wnp_o,isolbed_v,cfname
2020-04-01 11:54:42,2020-04-01 11:54:42,2,1572,0,0,DOH000000000005735,0,0,0,0,0,0,0,0,0,2020-04-01,0,0,0,KASIBU MUNICIPAL HOSPITAL
2020-04-05 16:02:52,2020-04-05 16:02:52,3,3989,0,0,DOH000000000005735,0,0,0,0,0,0,0,0,0,2020-04-05,0,0,0,KASIBU MUNICIPAL HOSPITAL
2020-04-12 16:01:08,2020-04-12 16:01:08,3,10657,0,0,DOH000000000005735,0,0,0,0,0,0,0,0,0,2020-04-12,0,0,0,KASIBU MUNICIPAL HOSPITAL
2020-04-09 16:32:53,2020-04-09 16:32:53,1,7656,0,0,DOH000000000005758,0,0,0,0,2,0,0,0,0,2020-04-09,0,0,0,LOURDES HOSPITAL
2020-04-11 15:09:08,2020-04-11 15:09:08,1,9517,0,0,DOH000000000005758,0,0,0,0,0,0,0,0,0,2020-04-11,0,0,2,LOURDES HOSPITAL
2020-04-15 8:08:59,2020-04-15 8:08:59,1,13839,0,0,DOH000000000005758,0,0,0,0,0,0,0,0,0,2020-04-15,0,0,2,LOURDES HOSPITAL
2020-04-10 8:07:04,2020-04-10 8:07:04,1,7805,0,0,DOH000000000005758,0,0,0,0,0,0,0,0,0,2020-04-10,0,0,2,LOURDES HOSPITAL
2020-04-13 7:25:25,2020-04-13 7:25:25,1,10948,0,0,DOH000000000005758,0,0,0,0,0,0,0,0,0,2020-04-13,0,0,2,LOURDES HOSPITAL
2020-04-12 8:53:50,2020-04-12 8:53:50,1,10141,0,0,DOH000000000005758,0,0,0,0,0,0,0,0,0,2020-04-12,0,0,2,LOURDES HOSPITAL
2020-04-05 19:46:27,2020-04-05 19:46:27,3,4120,0,0,DOH000000000005762,2,8,0,0,0,0,0,0,0,2020-04-05,0,0,0,"CAGAYAN DE ORO MEDICAL CENTER, INC."
2020-04-10 8:36:57,2020-04-10 8:36:57,1,7928,0,0,DOH000000000005762,2,8,0,1,0,0,0,0,0,2020-04-10,0,0,1,"CAGAYAN DE ORO MEDICAL CENTER, INC."
2020-04-13 16:10:26,2020-04-13 16:10:26,3,11929,0,0,DOH000000000005762,0,8,0,2,0,0,0,0,0,2020-04-13,0,0,1,"CAGAYAN DE ORO MEDICAL CENTER, INC."
2020-04-08 17:08:06,2020-04-08 17:08:06,3,6688,0,0,DOH000000000005762,0,8,0,2,0,0,0,0,0,2020-04-08,0,0,0,"CAGAYAN DE ORO MEDICAL CENTER, INC."
2020-04-09 12:29:38,2020-04-09 12:29:38,2,7330,0,0,DOH000000000005762,2,8,0,1,0,0,0,0,0,2020-04-09,0,0,0,"CAGAYAN DE ORO MEDICAL CENTER, INC."
2020-04-15 9:26:07,2020-04-15 9:26:07,1,14103,0,0,DOH000000000005762,0,8,0,1,0,0,1,0,0,2020-04-15,0,0,1,"CAGAYAN DE ORO MEDICAL CENTER, INC."
2020-04-04 17:06:42,2020-04-04 17:06:42,3,3485,0,0,DOH000000000005762,2,8,0,0,0,0,0,0,0,2020-04-04,0,0,0,"CAGAYAN DE ORO MEDICAL CENTER, INC."
2020-04-07 15:38:22,2020-04-07 15:38:22,3,5571,0,0,DOH000000000005762,2,8,0,0,0,0,0,0,0,2020-04-07,0,0,0,"CAGAYAN DE ORO MEDICAL CENTER, INC."
2020-04-12 15:06:14,2020-04-12 15:06:14,3,10562,0,0,DOH000000000005762,0,8,0,2,0,0,0,0,0,2020-04-12,0,0,1,"CAGAYAN DE ORO MEDICAL CENTER, INC."
2020-04-14 16:06:16,2020-04-14 16:06:16,3,13308,0,0,DOH000000000005762,0,8,0,2,0,0,0,0,0,2020-04-14,0,0,1,"CAGAYAN DE ORO MEDICAL CENTER, INC."
2020-04-06 12:57:06,2020-04-06 12:57:06,2,4616,0,0,DOH000000000005762,2,8,0,0,0,0,0,0,0,2020-04-06,0,0,0,"CAGAYAN DE ORO MEDICAL CENTER, INC."
2020-04-04 16:55:48,2020-04-04 16:55:48,3,3477,0,0,DOH000000000005786,0,1,0,0,0,0,0,0,0,2020-04-04,0,0,13,SIBUYAN DISTRICT HOSPITAL
2020-04-08 17:31:02,2020-04-08 17:31:02,3,6701,0,0,DOH000000000005786,0,1,0,0,0,0,0,0,0,2020-04-08,0,0,13,SIBUYAN DISTRICT HOSPITAL
2020-04-12 19:02:11,2020-04-12 19:02:11,3,10857,0,0,DOH000000000005786,0,1,0,0,0,0,0,0,0,2020-04-12,0,0,13,SIBUYAN DISTRICT HOSPITAL
2020-04-05 16:13:13,2020-04-05 16:13:13,3,4013,0,0,DOH000000000005786,0,1,0,0,0,0,0,0,0,2020-04-05,0,0,13,SIBUYAN DISTRICT HOSPITAL
2020-04-15 12:34:58,2020-04-15 12:34:58,2,14472,0,0,DOH000000000005786,1,1,0,0,0,0,0,0,0,2020-04-15,0,0,13,SIBUYAN DISTRICT HOSPITAL
2020-04-13 16:56:23,2020-04-13 16:56:23,3,12040,0,0,DOH000000000005786,0,1,0,0,0,0,0,0,0,2020-04-13,0,0,13,SIBUYAN DISTRICT HOSPITAL
2020-04-09 16:08:28,2020-04-09 16:08:28,3,7583,0,0,DOH000000000005786,0,1,0,0,0,0,0,0,0,2020-04-09,0,0,13,SIBUYAN DISTRICT HOSPITAL
2020-04-11 19:08:13,2020-04-11 19:08:13,3,9843,0,0,DOH000000000005786,0,1,0,0,0,0,0,0,0,2020-04-11,0,0,13,SIBUYAN DISTRICT HOSPITAL
2020-04-07 17:12:57,2020-04-07 17:12:57,3,5750,0,0,DOH000000000005786,0,1,0,0,0,0,0,0,0,2020-04-07,0,0,13,SIBUYAN DISTRICT HOSPITAL
2020-04-06 17:58:10,2020-04-06 17:58:10,3,4907,0,0,DOH000000000005786,0,1,0,0,0,0,0,0,0,2020-04-06,0,0,13,SIBUYAN DISTRICT HOSPITAL
2020-04-10 13:28:56,2020-04-10 13:28:56,2,8393,0,0,DOH000000000005786,0,1,0,0,0,0,0,0,0,2020-04-10,0,0,13,SIBUYAN DISTRICT HOSPITAL
2020-04-03 11:47:55,2020-04-03 11:47:55,2,2598,0,0,DOH000000000005786,0,1,0,0,0,0,0,0,0,2020-04-03,0,0,13,SIBUYAN DISTRICT HOSPITAL
2020-04-14 16:14:56,2020-04-14 16:14:56,3,13351,0,0,DOH000000000005786,1,1,0,0,0,0,0,0,0,2020-04-14,0,0,13,SIBUYAN DISTRICT HOSPITAL
2020-04-01 8:45:15,2020-04-01 8:45:15,1,1454,0,0,DOH000000000005789,2,0,0,1,8,0,0,0,0,2020-04-01,0,1,7,THE MEDICAL CITY PANGASINAN
2020-03-30 11:53:17,2020-03-30 11:53:17,2,742,0,0,DOH000000000005789,2,0,0,0,0,0,0,0,0,2020-03-30,0,0,7,THE MEDICAL CITY PANGASINAN
2020-03-31 8:21:51,2020-03-31 8:21:51,1,981,0,0,DOH000000000005789,2,0,0,0,8,0,0,0,0,2020-03-31,0,1,7,THE MEDICAL CITY PANGASINAN
2020-04-03 7:58:41,2020-04-03 7:58:41,1,2379,0,0,DOH000000000005789,2,0,0,0,8,0,0,0,0,2020-04-03,0,1,7,THE MEDICAL CITY PANGASINAN
2020-04-02 12:40:53,2020-04-02 12:40:53,2,2125,0,0,DOH000000000005789,2,0,0,0,8,0,0,0,0,2020-04-02,0,0,7,THE MEDICAL CITY PANGASINAN
2020-04-15 8:18:50,2020-04-15 8:18:50,1,13897,0,0,DOH000000000005792,0,0,0,0,0,0,0,0,0,2020-04-15,0,0,3,BASEY DISTRICT HOSPITAL
2020-04-14 16:07:06,2020-04-14 16:07:06,3,13313,0,0,DOH000000000005792,0,0,0,0,0,0,0,0,0,2020-04-14,0,0,3,BASEY DISTRICT HOSPITAL
2020-04-07 14:49:49,2020-04-07 14:49:49,1,5530,0,0,DOH000000000005811,0,0,0,0,0,0,0,0,0,2020-04-07,0,0,0,"RICARDO LIMSO MEDICAL CENTER, INC."
2020-04-09 7:07:07,2020-04-09 7:07:07,1,6778,0,0,DOH000000000005811,0,0,0,0,0,0,0,0,0,2020-04-09,0,0,0,"RICARDO LIMSO MEDICAL CENTER, INC."
2020-04-14 7:51:52,2020-04-14 7:51:52,1,12290,0,0,DOH000000000005811,0,0,0,0,4,0,0,0,0,2020-04-14,0,0,0,"RICARDO LIMSO MEDICAL CENTER, INC."
2020-04-03 7:59:55,2020-04-03 7:59:55,1,2381,0,0,DOH000000000005811,0,0,0,0,0,0,0,0,0,2020-04-03,0,0,0,"RICARDO LIMSO MEDICAL CENTER, INC."
2020-04-11 7:19:54,2020-04-11 7:19:54,1,8828,0,0,DOH000000000005811,0,0,0,0,3,0,0,0,0,2020-04-11,0,1,0,"RICARDO LIMSO MEDICAL CENTER, INC."
2020-04-15 7:55:41,2020-04-15 7:55:41,1,13760,0,0,DOH000000000005811,0,0,0,0,4,0,0,0,0,2020-04-15,0,0,0,"RICARDO LIMSO MEDICAL CENTER, INC."
2020-03-31 8:22:46,2020-03-31 8:22:46,1,972,0,0,DOH000000000005811,0,0,0,0,0,0,0,0,0,2020-03-31,0,0,0,"RICARDO LIMSO MEDICAL CENTER, INC."
2020-04-01 8:48:10,2020-04-01 8:48:10,1,1457,0,1,DOH000000000005811,0,0,0,0,0,0,1,0,0,2020-04-01,0,0,0,"RICARDO LIMSO MEDICAL CENTER, INC."
2020-04-02 7:52:49,2020-04-02 7:52:49,1,1864,0,0,DOH000000000005811,0,0,0,0,0,0,0,0,0,2020-04-02,0,0,0,"RICARDO LIMSO MEDICAL CENTER, INC."
2020-04-08 7:14:32,2020-04-08 7:14:32,1,5824,0,0,DOH000000000005811,0,0,0,0,0,0,0,0,0,2020-04-08,0,0,0,"RICARDO LIMSO MEDICAL CENTER, INC."
2020-04-13 7:06:47,2020-04-13 7:06:47,1,10914,0,0,DOH000000000005811,0,0,0,0,4,0,0,0,0,2020-04-13,0,0,0,"RICARDO LIMSO MEDICAL CENTER, INC."
2020-04-06 8:02:54,2020-04-06 8:02:54,1,4217,0,3,DOH000000000005811,0,0,0,0,0,0,0,0,0,2020-04-06,0,0,0,"RICARDO LIMSO MEDICAL CENTER, INC."
2020-04-15 13:28:10,2020-04-15 13:28:10,2,14568,0,0,DOH000000000005925,0,0,0,0,0,0,0,0,0,2020-04-15,0,0,8,CATIGBIAN DISTRICT HOSPITAL
2020-04-08 16:09:30,2020-04-08 16:09:30,3,6582,0,0,DOH000000000005925,0,0,0,0,0,0,0,0,0,2020-04-08,0,0,8,CATIGBIAN DISTRICT HOSPITAL
2020-04-11 15:54:41,2020-04-11 15:54:41,3,9594,0,0,DOH000000000005925,0,0,0,0,0,0,0,0,0,2020-04-11,0,0,8,CATIGBIAN DISTRICT HOSPITAL
2020-04-07 16:09:34,2020-04-07 16:09:34,3,5649,0,0,DOH000000000005925,0,0,0,0,0,0,0,0,0,2020-04-07,0,0,8,CATIGBIAN DISTRICT HOSPITAL
2020-04-13 15:58:46,2020-04-13 15:58:46,3,11869,0,0,DOH000000000005925,0,0,0,0,0,0,0,0,0,2020-04-13,0,0,8,CATIGBIAN DISTRICT HOSPITAL
2020-04-14 16:43:33,2020-04-14 16:43:33,3,13428,0,1,DOH000000000005925,0,0,0,0,0,0,0,0,0,2020-04-14,0,0,8,CATIGBIAN DISTRICT HOSPITAL
2020-04-09 16:42:25,2020-04-09 16:42:25,3,7668,0,0,DOH000000000005925,0,0,0,0,0,0,0,0,0,2020-04-09,0,0,8,CATIGBIAN DISTRICT HOSPITAL
2020-04-15 13:19:19,2020-04-15 13:19:19,1,14553,0,0,DOH000000000005928,0,0,0,0,0,0,0,0,0,2020-04-15,0,0,2,PROSPERO G. BELLO INTEGRATED COMMUNITY HOSPITAL
2020-04-14 15:28:04,2020-04-14 15:28:04,3,13153,0,0,DOH000000000005928,0,0,0,0,0,0,0,0,0,2020-04-14,0,0,2,PROSPERO G. BELLO INTEGRATED COMMUNITY HOSPITAL
2020-04-13 12:52:21,2020-04-13 12:52:21,2,11625,0,0,DOH000000000005932,0,2,0,0,0,0,0,0,0,2020-04-13,0,0,2,TABLAS ISLAND DISTRICT HOSPITAL
2020-04-07 17:30:09,2020-04-07 17:30:09,3,5761,0,0,DOH000000000005932,0,2,0,0,0,0,0,0,0,2020-04-07,0,0,2,TABLAS ISLAND DISTRICT HOSPITAL
2020-04-12 18:43:08,2020-04-12 18:43:08,3,10850,0,0,DOH000000000005932,0,2,0,0,0,0,0,0,0,2020-04-12,0,0,2,TABLAS ISLAND DISTRICT HOSPITAL
2020-04-15 15:07:12,2020-04-15 15:07:12,3,14658,0,0,DOH000000000005932,0,2,0,0,0,0,0,0,0,2020-04-15,0,0,2,TABLAS ISLAND DISTRICT HOSPITAL
2020-04-03 17:56:27,2020-04-03 17:56:27,2,2912,0,0,DOH000000000005932,0,2,0,0,0,0,0,0,0,2020-04-03,0,0,2,TABLAS ISLAND DISTRICT HOSPITAL
2020-04-02 11:57:30,2020-04-02 11:57:30,2,2075,0,0,DOH000000000005932,0,2,0,0,0,0,0,0,0,2020-04-02,0,0,2,TABLAS ISLAND DISTRICT HOSPITAL
2020-04-01 5:02:43,2020-04-01 5:02:43,3,1765,0,0,DOH000000000005932,0,2,0,0,0,0,0,0,0,2020-04-01,0,0,2,TABLAS ISLAND DISTRICT HOSPITAL
2020-04-06 16:33:54,2020-04-06 16:33:54,3,4843,0,0,DOH000000000005932,0,2,0,0,0,0,0,0,0,2020-04-06,0,0,2,TABLAS ISLAND DISTRICT HOSPITAL
2020-04-05 17:10:10,2020-04-05 17:10:10,2,4079,0,0,DOH000000000005932,0,2,0,0,0,0,0,0,0,2020-04-05,0,0,2,TABLAS ISLAND DISTRICT HOSPITAL
2020-04-03 7:50:36,2020-04-03 7:50:36,1,2370,0,0,DOH000000000005934,1,0,0,0,0,0,0,0,0,2020-04-03,0,0,5,ROMBLON DISTRICT HOSPITAL
2020-04-02 3:59:15,2020-04-02 3:59:15,3,2230,0,0,DOH000000000005934,1,0,0,0,0,0,0,0,0,2020-04-02,0,0,5,ROMBLON DISTRICT HOSPITAL
2020-04-05 7:20:28,2020-04-05 7:20:28,1,3540,0,0,DOH000000000005934,1,0,0,0,0,0,0,0,0,2020-04-05,0,0,5,ROMBLON DISTRICT HOSPITAL
2020-04-01 1:07:07,2020-04-01 1:07:07,1,1629,0,0,DOH000000000005934,1,0,0,1,0,0,0,0,0,2020-04-01,0,0,5,ROMBLON DISTRICT HOSPITAL
2020-04-08 12:04:12,2020-04-08 12:04:12,2,6262,0,0,DOH000000000005938,0,0,0,0,0,0,0,0,0,2020-04-08,0,0,0,TORRIJOS MUNICIPAL HOSPITAL
2020-04-11 16:18:17,2020-04-11 16:18:17,3,9671,0,0,DOH000000000005938,0,0,0,0,0,0,0,0,0,2020-04-11,0,0,0,TORRIJOS MUNICIPAL HOSPITAL
2020-04-14 16:04:18,2020-04-14 16:04:18,3,13299,0,0,DOH000000000005938,0,0,0,0,0,0,0,0,0,2020-04-14,0,0,0,TORRIJOS MUNICIPAL HOSPITAL
2020-04-09 15:58:57,2020-04-09 15:58:57,3,7530,0,0,DOH000000000005938,0,0,0,0,0,0,0,0,0,2020-04-09,0,0,0,TORRIJOS MUNICIPAL HOSPITAL
2020-04-10 15:55:49,2020-04-10 15:55:49,3,8543,0,0,DOH000000000005938,0,0,0,0,0,0,0,0,0,2020-04-10,0,0,0,TORRIJOS MUNICIPAL HOSPITAL
2020-04-07 15:59:50,2020-04-07 15:59:50,3,5603,0,0,DOH000000000005938,0,0,0,0,0,0,0,0,0,2020-04-07,0,0,0,TORRIJOS MUNICIPAL HOSPITAL
2020-04-15 11:48:57,2020-04-15 11:48:57,2,14294,0,0,DOH000000000005938,0,0,0,0,0,0,0,0,0,2020-04-15,0,0,0,TORRIJOS MUNICIPAL HOSPITAL
2020-04-13 15:44:46,2020-04-13 15:44:46,3,11815,0,0,DOH000000000005938,0,0,0,0,0,0,0,0,0,2020-04-13,0,0,0,TORRIJOS MUNICIPAL HOSPITAL
2020-04-12 15:53:16,2020-04-12 15:53:16,3,10626,0,0,DOH000000000005938,0,0,0,0,0,0,0,0,0,2020-04-12,0,0,0,TORRIJOS MUNICIPAL HOSPITAL
2020-04-09 9:09:17,2020-04-09 9:09:17,1,7041,0,0,DOH000000000005939,0,0,0,0,0,0,0,0,0,2020-04-09,0,0,5,ASINGAN COMMUNITY HOSPITAL
2020-04-13 16:08:41,2020-04-13 16:08:41,3,11924,0,0,DOH000000000005939,0,0,0,0,0,0,0,0,0,2020-04-13,0,0,5,ASINGAN COMMUNITY HOSPITAL
2020-04-14 21:17:33,2020-04-14 21:17:33,3,13563,0,0,DOH000000000005939,0,0,0,0,0,0,0,0,0,2020-04-14,0,0,5,ASINGAN COMMUNITY HOSPITAL
2020-04-10 9:11:29,2020-04-10 9:11:29,1,8007,0,0,DOH000000000005939,0,0,0,0,0,0,0,0,0,2020-04-10,0,0,5,ASINGAN COMMUNITY HOSPITAL
2020-04-15 14:13:43,2020-04-15 14:13:43,2,14620,0,0,DOH000000000005939,0,0,0,0,0,0,0,0,0,2020-04-15,0,0,5,ASINGAN COMMUNITY HOSPITAL
2020-04-15 14:45:17,2020-04-15 14:45:17,3,14637,0,0,DOH000000000005941,0,0,0,0,0,0,0,0,0,2020-04-15,0,0,0,TUMAUINI COMMUNITY HOSPITAL
2020-04-12 10:24:44,2020-04-12 10:24:44,1,10244,0,0,DOH000000000005962,0,0,0,0,0,0,0,0,0,2020-04-12,0,0,0,RETUERMA GENERAL HOSPITAL
2020-04-15 7:17:53,2020-04-15 7:17:53,1,13652,0,0,DOH000000000005962,0,0,0,0,0,0,0,0,0,2020-04-15,0,0,0,RETUERMA GENERAL HOSPITAL
2020-04-13 7:05:58,2020-04-13 7:05:58,1,10913,0,0,DOH000000000005962,0,0,0,0,0,0,0,0,0,2020-04-13,0,0,0,RETUERMA GENERAL HOSPITAL
2020-04-14 7:04:43,2020-04-14 7:04:43,1,12181,0,0,DOH000000000005962,0,0,0,0,0,0,0,0,0,2020-04-14,0,0,0,RETUERMA GENERAL HOSPITAL
2020-04-10 15:50:58,2020-04-10 15:50:58,3,8530,0,0,DOH000000000005962,0,0,0,0,0,0,0,0,0,2020-04-10,0,0,0,RETUERMA GENERAL HOSPITAL
2020-04-12 9:35:47,2020-04-12 9:35:47,1,10200,0,0,DOH000000000005964,0,0,0,0,0,0,0,0,0,2020-04-12,0,0,1,DIVINE WORD HOSPITAL
2020-04-15 12:25:19,2020-04-15 12:25:19,2,14447,0,0,DOH000000000005964,0,0,0,0,0,0,0,0,0,2020-04-15,0,0,1,DIVINE WORD HOSPITAL
2020-04-06 9:08:49,2020-04-06 9:08:49,1,4335,0,0,DOH000000000005964,0,0,0,0,0,0,0,0,0,2020-04-06,0,0,1,DIVINE WORD HOSPITAL
2020-03-30 16:59:34,2020-03-30 16:59:34,3,865,0,0,DOH000000000005964,0,0,0,0,0,0,0,0,0,2020-03-30,0,0,1,DIVINE WORD HOSPITAL
2020-04-07 8:39:09,2020-04-07 8:39:09,1,5118,0,0,DOH000000000005964,0,0,0,0,0,0,0,0,0,2020-04-07,0,0,1,DIVINE WORD HOSPITAL
2020-04-11 8:41:11,2020-04-11 8:41:11,1,9043,0,0,DOH000000000005964,0,0,0,0,0,0,0,0,0,2020-04-11,0,0,1,DIVINE WORD HOSPITAL
2020-03-29 16:58:18,2020-03-29 16:58:18,3,550,0,0,DOH000000000005964,0,0,0,0,0,0,0,0,0,2020-03-29,0,0,1,DIVINE WORD HOSPITAL
2020-04-02 8:33:33,2020-04-02 8:33:33,1,1938,0,0,DOH000000000005964,0,0,0,0,0,0,0,0,0,2020-04-02,0,0,1,DIVINE WORD HOSPITAL
2020-03-31 9:53:14,2020-03-31 9:53:14,1,1055,0,0,DOH000000000005964,0,0,0,0,0,0,0,0,0,2020-03-31,0,0,1,DIVINE WORD HOSPITAL
2020-04-09 9:02:09,2020-04-09 9:02:09,1,7027,0,0,DOH000000000005964,0,0,0,0,0,0,0,0,0,2020-04-09,0,0,1,DIVINE WORD HOSPITAL
2020-04-04 9:11:58,2020-04-04 9:11:58,1,3112,0,0,DOH000000000005964,0,0,0,0,0,0,0,0,0,2020-04-04,0,0,1,DIVINE WORD HOSPITAL
2020-03-28 15:56:21,2020-03-28 15:56:21,3,311,0,0,DOH000000000005964,0,0,0,0,0,0,0,0,0,2020-03-28,0,0,1,DIVINE WORD HOSPITAL
2020-04-14 16:38:46,2020-04-14 16:38:46,3,13417,0,0,DOH000000000005964,0,0,0,0,0,0,0,0,0,2020-04-14,0,0,1,DIVINE WORD HOSPITAL
2020-04-10 8:40:10,2020-04-10 8:40:10,1,7936,0,0,DOH000000000005964,0,0,0,0,0,0,0,0,0,2020-04-10,0,0,1,DIVINE WORD HOSPITAL
2020-04-05 8:52:18,2020-04-05 8:52:18,1,3676,0,0,DOH000000000005964,0,0,0,0,0,0,0,0,0,2020-04-05,0,0,1,DIVINE WORD HOSPITAL
2020-04-08 8:39:06,2020-04-08 8:39:06,1,6019,0,0,DOH000000000005964,0,0,0,0,0,0,0,0,0,2020-04-08,0,0,1,DIVINE WORD HOSPITAL
2020-04-13 12:08:33,2020-04-13 12:08:33,1,11526,0,0,DOH000000000005964,0,0,0,0,0,0,0,0,0,2020-04-13,0,0,1,DIVINE WORD HOSPITAL
2020-04-03 8:31:04,2020-04-03 8:31:04,1,2437,0,0,DOH000000000005964,0,0,0,0,0,0,0,0,0,2020-04-03,0,0,1,DIVINE WORD HOSPITAL
2020-04-14 11:46:44,2020-04-14 11:46:44,2,12794,0,0,DOH000000000005969,0,0,0,0,0,0,0,0,0,2020-04-14,0,0,0,BENDIJO HOSPITAL
2020-04-13 16:21:08,2020-04-13 16:21:08,3,11969,0,0,DOH000000000005969,0,0,0,0,0,0,0,0,0,2020-04-13,0,0,0,BENDIJO HOSPITAL
2020-04-15 12:04:02,2020-04-15 12:04:02,2,14357,0,0,DOH000000000005969,0,0,0,0,0,0,0,0,0,2020-04-15,0,0,0,BENDIJO HOSPITAL
2020-04-05 16:13:57,2020-04-05 16:13:57,3,4014,0,0,DOH000000000005970,0,0,0,0,0,0,0,0,0,2020-04-05,0,0,3,GRACE MISSION HOSPITAL
2020-04-08 15:55:26,2020-04-08 15:55:26,3,6525,0,0,DOH000000000005970,0,0,0,0,0,0,0,0,0,2020-04-08,0,0,3,GRACE MISSION HOSPITAL
2020-04-03 11:49:04,2020-04-03 11:49:04,2,2600,0,0,DOH000000000005970,0,0,0,0,0,0,0,0,0,2020-04-03,0,0,3,GRACE MISSION HOSPITAL
2020-04-01 8:24:56,2020-04-01 8:24:56,3,1810,0,0,DOH000000000005970,0,0,0,0,0,0,0,0,0,2020-04-01,0,0,0,GRACE MISSION HOSPITAL
2020-04-02 10:52:38,2020-04-02 10:52:38,2,2037,0,0,DOH000000000005970,0,0,0,0,0,0,0,0,0,2020-04-02,0,0,3,GRACE MISSION HOSPITAL
2020-04-06 16:25:12,2020-04-06 16:25:12,3,4825,0,0,DOH000000000005970,0,0,0,0,0,0,0,0,0,2020-04-06,0,0,3,GRACE MISSION HOSPITAL
2020-04-07 15:47:07,2020-04-07 15:47:07,3,5575,0,0,DOH000000000005970,0,0,0,0,0,0,0,0,0,2020-04-07,0,0,3,GRACE MISSION HOSPITAL
2020-04-04 15:49:39,2020-04-04 15:49:39,3,3360,0,0,DOH000000000005970,0,0,0,0,0,0,0,0,0,2020-04-04,0,0,3,GRACE MISSION HOSPITAL
2020-04-13 15:53:21,2020-04-13 15:53:21,1,11851,0,0,DOH000000000005974,0,0,0,0,0,0,0,0,0,2020-04-13,0,0,0,"ST. PETER AND PAUL HOSPITAL OF SORSOGON, INC."
2020-04-15 7:10:12,2020-04-15 7:10:12,1,13637,0,0,DOH000000000005974,0,0,0,0,0,0,0,0,0,2020-04-15,0,0,0,"ST. PETER AND PAUL HOSPITAL OF SORSOGON, INC."
2020-04-14 12:04:36,2020-04-14 12:04:36,2,12874,0,0,DOH000000000005974,0,0,0,0,0,0,0,0,0,2020-04-14,0,0,0,"ST. PETER AND PAUL HOSPITAL OF SORSOGON, INC."
2020-04-08 8:14:13,2020-04-08 8:14:13,3,5955,0,0,DOH000000000005975,0,0,0,0,0,0,0,0,0,2020-04-08,0,0,1,MARY IMMACULATE MATERNITY AND GENERAL HOSPITAL
2020-04-13 16:01:02,2020-04-13 16:01:02,3,11876,0,0,DOH000000000005975,0,0,0,0,0,0,0,0,0,2020-04-13,0,0,1,MARY IMMACULATE MATERNITY AND GENERAL HOSPITAL
2020-04-11 20:23:59,2020-04-11 20:23:59,3,9858,0,0,DOH000000000005975,0,0,0,0,0,0,0,0,0,2020-04-11,0,0,1,MARY IMMACULATE MATERNITY AND GENERAL HOSPITAL
2020-04-15 12:04:24,2020-04-15 12:04:24,2,14362,0,0,DOH000000000005975,0,0,0,0,0,0,0,0,0,2020-04-15,0,0,1,MARY IMMACULATE MATERNITY AND GENERAL HOSPITAL
2020-04-12 18:45:39,2020-04-12 18:45:39,3,10851,0,0,DOH000000000005975,0,0,0,0,0,0,0,0,0,2020-04-12,0,0,1,MARY IMMACULATE MATERNITY AND GENERAL HOSPITAL
2020-04-06 15:17:07,2020-04-06 15:17:07,2,4690,0,0,DOH000000000005975,0,0,0,0,0,0,0,0,0,2020-04-06,0,0,1,MARY IMMACULATE MATERNITY AND GENERAL HOSPITAL
2020-04-09 10:01:00,2020-04-09 10:01:00,1,7095,0,0,DOH000000000005975,0,0,0,0,0,0,0,0,0,2020-04-09,0,0,1,MARY IMMACULATE MATERNITY AND GENERAL HOSPITAL
2020-04-14 16:11:45,2020-04-14 16:11:45,3,13332,0,0,DOH000000000005975,0,0,0,0,0,0,0,0,0,2020-04-14,0,0,1,MARY IMMACULATE MATERNITY AND GENERAL HOSPITAL
2020-04-10 16:00:59,2020-04-10 16:00:59,3,8564,0,0,DOH000000000005975,0,0,0,0,0,0,0,0,0,2020-04-10,0,0,1,MARY IMMACULATE MATERNITY AND GENERAL HOSPITAL
2020-04-15 12:00:05,2020-04-15 12:00:05,2,14334,0,0,DOH000000000005976,0,0,0,0,3,0,0,0,0,2020-04-15,0,0,1,CANDON ST. MARTIN DE PORRES HOSPITAL
2020-04-14 16:02:47,2020-04-14 16:02:47,3,13285,0,0,DOH000000000005976,0,0,0,0,3,0,0,0,0,2020-04-14,0,0,1,CANDON ST. MARTIN DE PORRES HOSPITAL
2020-04-15 12:47:53,2020-04-15 12:47:53,1,14505,0,0,DOH000000000005984,1,0,0,0,3,0,0,0,0,2020-04-15,0,2,1,"DAVAO MEDICAL SCHOOL FOUNDATION, INC."
2020-04-13 18:16:42,2020-04-13 18:16:42,1,12105,0,0,DOH000000000005984,1,0,0,0,4,0,0,0,0,2020-04-13,0,1,0,"DAVAO MEDICAL SCHOOL FOUNDATION, INC."
2020-04-14 15:12:46,2020-04-14 15:12:46,1,13135,0,0,DOH000000000005984,1,1,0,0,4,0,0,0,0,2020-04-14,0,1,0,"DAVAO MEDICAL SCHOOL FOUNDATION, INC."
2020-04-09 17:01:44,2020-04-09 17:01:44,1,7682,0,0,DOH000000000005984,1,0,0,0,4,0,0,0,0,2020-04-09,0,1,0,"DAVAO MEDICAL SCHOOL FOUNDATION, INC."
2020-04-13 12:27:24,2020-04-13 12:27:24,2,11578,0,0,DOH000000000005986,1,2,0,0,2,0,0,0,0,2020-04-13,0,0,1,"NAZARENUS COLLEGE AND HOSPITAL FOUNDATION, INC."
