updateddate,addeddate,reportdate,icu_np_o,beds_ward_v,isolbed_o,icu_wnp_v,hfhudcode,beds_ward_o,id,reporttime,icu_np_v,mechvent_o,mechvent_v,isolbed_v,icu_wnp_o,cfname
4/13/2020 15:22,4/13/2020 15:22,4/13/2020,0,3,0,0,DOH000000000007014,0,11775,3,0,0,0,1,0,"STA. MARIA VILLAGE HOSPITAL, INC."
4/5/2020 15:58,4/5/2020 15:58,4/5/2020,0,3,0,0,DOH000000000007014,0,3974,3,0,0,0,1,0,"STA. MARIA VILLAGE HOSPITAL, INC."
4/14/2020 11:41,4/14/2020 11:41,4/14/2020,0,0,0,1,DOH000000000007016,0,12780,2,0,0,1,0,0,"MARIA REYNA-XAVIER UNIVERSITY HOSPITAL, INC."
4/10/2020 15:39,4/10/2020 15:39,4/10/2020,0,0,0,2,DOH000000000007016,0,8503,3,0,0,1,1,1,"MARIA REYNA-XAVIER UNIVERSITY HOSPITAL, INC."
4/8/2020 12:05,4/8/2020 12:05,4/8/2020,0,0,0,4,DOH000000000007016,0,6268,2,0,0,1,1,0,"MARIA REYNA-XAVIER UNIVERSITY HOSPITAL, INC."
4/9/2020 17:10,4/9/2020 17:10,4/9/2020,0,0,0,0,DOH000000000007019,0,7696,3,0,0,0,6,0,SIOCON DISTRICT HOSPITAL
4/1/2020 11:34,4/1/2020 11:34,4/1/2020,0,0,0,0,DOH000000000007019,0,1556,1,0,0,0,1,0,SIOCON DISTRICT HOSPITAL
3/31/2020 11:32,3/31/2020 11:32,3/31/2020,0,0,0,0,DOH000000000007019,0,1093,1,0,0,0,1,0,SIOCON DISTRICT HOSPITAL
4/14/2020 14:45,4/14/2020 14:45,4/14/2020,0,0,0,0,DOH000000000007019,0,13115,2,0,0,0,6,0,SIOCON DISTRICT HOSPITAL
4/6/2020 16:15,4/6/2020 16:15,4/6/2020,0,0,0,0,DOH000000000007019,0,4813,3,0,0,0,4,0,SIOCON DISTRICT HOSPITAL
4/3/2020 10:51,4/3/2020 10:51,4/3/2020,0,0,0,0,DOH000000000007019,0,2560,1,0,0,0,1,0,SIOCON DISTRICT HOSPITAL
4/2/2020 10:47,4/2/2020 10:47,4/2/2020,0,0,0,0,DOH000000000007019,0,2033,1,0,0,0,1,0,SIOCON DISTRICT HOSPITAL
4/7/2020 16:11,4/7/2020 16:11,4/7/2020,0,0,0,0,DOH000000000007019,0,5661,1,0,0,0,6,0,SIOCON DISTRICT HOSPITAL
4/10/2020 11:56,4/10/2020 11:56,4/10/2020,0,0,0,0,DOH000000000007019,0,8210,2,0,0,0,6,0,SIOCON DISTRICT HOSPITAL
3/30/2020 18:07,3/30/2020 18:07,3/30/2020,0,0,0,0,DOH000000000007019,0,890,3,0,0,0,1,0,SIOCON DISTRICT HOSPITAL
4/11/2020 15:36,4/11/2020 15:36,4/11/2020,0,0,0,0,DOH000000000007019,0,9558,3,0,0,0,6,0,SIOCON DISTRICT HOSPITAL
4/12/2020 21:09,4/12/2020 21:09,4/12/2020,0,1,0,0,DOH000000000007028,0,10876,3,0,0,0,1,0,JESUS THE GOOD SHEPHERD HOSPITAL
4/1/2020 8:32,4/1/2020 8:32,4/1/2020,0,1,0,0,DOH000000000007028,0,1436,1,0,0,0,1,0,JESUS THE GOOD SHEPHERD HOSPITAL
4/9/2020 16:01,4/9/2020 16:01,4/9/2020,0,1,0,0,DOH000000000007028,0,7544,3,0,0,0,1,0,JESUS THE GOOD SHEPHERD HOSPITAL
4/7/2020 16:02,4/7/2020 16:02,4/7/2020,0,1,0,0,DOH000000000007028,0,5612,3,0,0,0,1,0,JESUS THE GOOD SHEPHERD HOSPITAL
4/8/2020 16:44,4/8/2020 16:44,4/8/2020,0,1,0,0,DOH000000000007028,0,6675,3,0,0,0,1,0,JESUS THE GOOD SHEPHERD HOSPITAL
4/2/2020 8:24,4/2/2020 8:24,4/2/2020,0,1,0,0,DOH000000000007028,0,1920,1,0,0,0,1,0,JESUS THE GOOD SHEPHERD HOSPITAL
4/10/2020 18:39,4/10/2020 18:39,4/10/2020,0,1,0,0,DOH000000000007028,0,8760,3,0,0,0,1,0,JESUS THE GOOD SHEPHERD HOSPITAL
4/11/2020 16:48,4/11/2020 16:48,4/11/2020,0,1,0,0,DOH000000000007028,0,9733,3,0,0,0,1,0,JESUS THE GOOD SHEPHERD HOSPITAL
3/30/2020 14:10,3/30/2020 14:10,3/30/2020,0,0,0,0,DOH000000000007028,0,801,2,0,0,0,1,0,JESUS THE GOOD SHEPHERD HOSPITAL
4/13/2020 17:09,4/13/2020 17:09,4/13/2020,0,0,0,0,DOH000000000007032,0,12065,3,0,0,0,0,0,SUERO GENERAL HOSPITAL
4/14/2020 10:32,4/14/2020 10:32,4/14/2020,0,0,0,0,DOH000000000007032,0,12685,1,0,0,0,0,0,SUERO GENERAL HOSPITAL
4/8/2020 16:09,4/8/2020 16:09,4/8/2020,0,0,0,8,DOH000000000007036,0,6581,3,0,0,0,0,0,"ZAMBOANGA DOCTORS? HOSPITAL, INC."
4/9/2020 15:54,4/9/2020 15:54,4/9/2020,0,0,0,7,DOH000000000007036,0,7511,3,0,0,0,0,1,"ZAMBOANGA DOCTORS? HOSPITAL, INC."
4/3/2020 11:00,4/3/2020 11:00,4/3/2020,0,0,0,7,DOH000000000007036,0,2564,1,0,0,0,0,1,"ZAMBOANGA DOCTORS? HOSPITAL, INC."
4/10/2020 15:32,4/10/2020 15:32,4/10/2020,0,0,0,7,DOH000000000007036,0,8486,3,0,0,0,0,1,"ZAMBOANGA DOCTORS? HOSPITAL, INC."
4/2/2020 10:38,4/2/2020 10:38,4/2/2020,0,0,0,7,DOH000000000007036,0,2026,1,0,0,0,0,1,"ZAMBOANGA DOCTORS? HOSPITAL, INC."
4/13/2020 16:17,4/13/2020 16:17,4/13/2020,0,0,0,3,DOH000000000007036,0,11957,3,0,0,0,0,5,"ZAMBOANGA DOCTORS? HOSPITAL, INC."
4/14/2020 11:39,4/14/2020 11:39,4/14/2020,0,0,0,2,DOH000000000007036,0,12775,2,0,0,0,0,6,"ZAMBOANGA DOCTORS? HOSPITAL, INC."
4/11/2020 15:47,4/11/2020 15:47,4/11/2020,0,0,0,6,DOH000000000007036,0,9579,3,0,0,0,0,2,"ZAMBOANGA DOCTORS? HOSPITAL, INC."
4/7/2020 16:34,4/7/2020 16:34,4/7/2020,0,0,0,8,DOH000000000007036,0,5707,3,0,0,0,0,0,"ZAMBOANGA DOCTORS? HOSPITAL, INC."
3/31/2020 11:15,3/31/2020 11:15,3/31/2020,0,0,0,7,DOH000000000007036,0,1080,1,0,0,0,0,1,"ZAMBOANGA DOCTORS? HOSPITAL, INC."
4/6/2020 15:45,4/6/2020 15:45,4/6/2020,0,0,0,7,DOH000000000007036,0,4720,3,0,0,0,0,1,"ZAMBOANGA DOCTORS? HOSPITAL, INC."
4/12/2020 16:33,4/12/2020 16:33,4/12/2020,0,0,0,6,DOH000000000007036,0,10755,3,0,0,0,0,2,"ZAMBOANGA DOCTORS? HOSPITAL, INC."
4/14/2020 11:58,4/14/2020 11:58,4/14/2020,0,0,0,0,DOH000000000007054,0,12846,2,0,0,0,0,0,FCC INFIRMARY
4/14/2020 14:25,4/14/2020 14:25,4/14/2020,0,0,0,0,DOH000000000007055,0,13100,1,0,0,0,0,0,STO. NINO HOSPITAL
4/13/2020 12:28,4/13/2020 12:28,4/13/2020,0,0,0,0,DOH000000000007055,0,11580,2,0,0,0,2,0,STO. NINO HOSPITAL
4/9/2020 10:45,4/9/2020 10:45,4/9/2020,0,2,0,0,DOH000000000007055,0,7125,1,0,0,0,2,0,STO. NINO HOSPITAL
4/12/2020 15:53,4/12/2020 15:53,4/12/2020,0,0,0,0,DOH000000000007055,0,10627,3,0,0,0,2,0,STO. NINO HOSPITAL
4/13/2020 16:06,4/13/2020 16:06,4/13/2020,0,2,0,0,DOH000000000007247,0,11912,3,0,0,0,2,0,COMPOSTELA VALLEY PROVINCIAL HOSPITAL - LAAK
4/8/2020 16:02,4/8/2020 16:02,4/8/2020,0,2,0,0,DOH000000000007247,0,6548,3,0,0,0,2,0,COMPOSTELA VALLEY PROVINCIAL HOSPITAL - LAAK
4/9/2020 15:51,4/9/2020 15:51,4/9/2020,0,2,0,0,DOH000000000007247,0,7501,3,0,0,0,2,0,COMPOSTELA VALLEY PROVINCIAL HOSPITAL - LAAK
4/10/2020 15:30,4/10/2020 15:30,4/10/2020,0,2,0,0,DOH000000000007247,0,8481,3,0,0,0,2,0,COMPOSTELA VALLEY PROVINCIAL HOSPITAL - LAAK
4/14/2020 10:51,4/14/2020 10:51,4/14/2020,0,2,0,0,DOH000000000007247,0,12702,2,0,0,0,2,0,COMPOSTELA VALLEY PROVINCIAL HOSPITAL - LAAK
4/8/2020 8:51,4/8/2020 8:51,4/8/2020,0,0,0,0,DOH000000000007482,0,6047,1,0,0,0,5,0,DAVAO DEL NORTE HOSPITAL (ISALND GARDEN CITY OF SAMAL ZONE)
4/13/2020 13:59,4/13/2020 13:59,4/13/2020,0,0,0,0,DOH000000000007482,0,11703,2,0,0,0,5,0,DAVAO DEL NORTE HOSPITAL (ISALND GARDEN CITY OF SAMAL ZONE)
4/12/2020 11:21,4/12/2020 11:21,4/12/2020,0,5,0,0,DOH000000000007482,0,10292,1,0,0,0,0,0,DAVAO DEL NORTE HOSPITAL (ISALND GARDEN CITY OF SAMAL ZONE)
4/14/2020 8:11,4/14/2020 8:11,4/14/2020,0,0,0,0,DOH000000000007482,0,12405,1,0,0,0,5,0,DAVAO DEL NORTE HOSPITAL (ISALND GARDEN CITY OF SAMAL ZONE)
4/11/2020 8:59,4/11/2020 8:59,4/11/2020,0,0,0,0,DOH000000000007482,0,9078,1,0,0,0,5,0,DAVAO DEL NORTE HOSPITAL (ISALND GARDEN CITY OF SAMAL ZONE)
4/10/2020 8:27,4/10/2020 8:27,4/10/2020,0,0,0,0,DOH000000000007482,0,7892,1,0,0,0,5,0,DAVAO DEL NORTE HOSPITAL (ISALND GARDEN CITY OF SAMAL ZONE)
4/9/2020 8:38,4/9/2020 8:38,4/9/2020,0,0,0,0,DOH000000000007482,0,6976,1,0,0,0,5,0,DAVAO DEL NORTE HOSPITAL (ISALND GARDEN CITY OF SAMAL ZONE)
4/13/2020 8:22,4/13/2020 8:22,4/13/2020,0,2,0,0,DOH000000000007483,0,11126,1,0,0,0,2,0,IROSIN DISTRICT HOSPITAL
4/11/2020 13:45,4/11/2020 13:45,4/11/2020,0,2,0,0,DOH000000000007483,0,9466,1,0,0,0,2,0,IROSIN DISTRICT HOSPITAL
4/12/2020 18:19,4/12/2020 18:19,4/12/2020,0,2,0,0,DOH000000000007483,0,10833,1,0,0,0,2,0,IROSIN DISTRICT HOSPITAL
4/14/2020 9:22,4/14/2020 9:22,4/14/2020,0,2,0,0,DOH000000000007483,0,12621,1,0,0,0,2,0,IROSIN DISTRICT HOSPITAL
4/7/2020 16:22,4/7/2020 16:22,4/7/2020,0,0,0,5,DOH000000000007488,0,5688,3,0,0,0,2,1,DAVAO ORIENTAL PROVINCIAL MEDICAL CENTER
4/6/2020 16:39,4/6/2020 16:39,4/6/2020,0,0,0,5,DOH000000000007488,0,4852,3,0,0,0,2,1,DAVAO ORIENTAL PROVINCIAL MEDICAL CENTER
3/28/2020 5:56,3/28/2020 5:56,3/28/2020,0,0,0,1,DOH000000000007489,0,170,1,0,0,1,7,0,EASTERN BICOL MEDICAL CENTER
3/29/2020 10:24,3/29/2020 10:24,3/29/2020,0,0,0,1,DOH000000000007489,0,442,1,0,0,1,7,0,EASTERN BICOL MEDICAL CENTER
4/13/2020 11:59,4/13/2020 11:59,4/13/2020,0,0,0,1,DOH000000000007489,0,11483,2,0,0,1,0,0,EASTERN BICOL MEDICAL CENTER
4/13/2020 16:24,4/13/2020 16:24,4/13/2020,0,0,0,2,DOH000000000007505,0,11979,3,0,0,0,0,0,CLINICA OZARAGA DOCTORS HOSPITAL
4/11/2020 12:08,4/11/2020 12:08,4/11/2020,0,0,0,2,DOH000000000007505,0,9335,2,0,0,0,0,0,CLINICA OZARAGA DOCTORS HOSPITAL
4/4/2020 12:27,4/4/2020 12:27,4/4/2020,0,0,0,0,DOH000000000007505,0,3258,2,0,0,0,2,0,CLINICA OZARAGA DOCTORS HOSPITAL
4/6/2020 15:49,4/6/2020 15:49,4/6/2020,0,0,0,0,DOH000000000007505,0,4725,3,0,0,0,2,0,CLINICA OZARAGA DOCTORS HOSPITAL
4/7/2020 16:05,4/7/2020 16:05,4/7/2020,0,0,0,0,DOH000000000007505,0,5630,3,0,0,0,2,0,CLINICA OZARAGA DOCTORS HOSPITAL
4/3/2020 11:48,4/3/2020 11:48,4/3/2020,0,0,0,0,DOH000000000007505,0,2599,2,0,0,0,2,0,CLINICA OZARAGA DOCTORS HOSPITAL
4/9/2020 11:58,4/9/2020 11:58,4/9/2020,0,0,0,0,DOH000000000007505,0,7231,2,0,0,0,2,0,CLINICA OZARAGA DOCTORS HOSPITAL
4/8/2020 15:57,4/8/2020 15:57,4/8/2020,0,0,0,0,DOH000000000007505,0,6535,3,0,0,0,2,0,CLINICA OZARAGA DOCTORS HOSPITAL
4/13/2020 16:22,4/13/2020 16:22,4/13/2020,0,0,0,0,DOH000000000007510,0,11974,3,0,0,2,2,0,Mindanao Central Sanitarium
4/5/2020 17:11,4/5/2020 17:11,4/5/2020,0,0,0,0,DOH000000000007510,0,4080,3,0,0,2,2,0,Mindanao Central Sanitarium
3/31/2020 11:29,3/31/2020 11:29,3/31/2020,0,0,0,0,DOH000000000007510,0,1092,1,0,0,2,2,0,Mindanao Central Sanitarium
4/9/2020 15:50,4/9/2020 15:50,4/9/2020,0,0,0,0,DOH000000000007510,0,7498,3,0,0,2,2,0,Mindanao Central Sanitarium
4/14/2020 11:47,4/14/2020 11:47,4/14/2020,0,0,0,0,DOH000000000007510,0,12797,2,0,0,2,2,0,Mindanao Central Sanitarium
4/11/2020 15:27,4/11/2020 15:27,4/11/2020,0,0,0,0,DOH000000000007510,0,9535,3,0,0,2,2,0,Mindanao Central Sanitarium
4/1/2020 8:54,4/1/2020 8:54,4/1/2020,0,0,0,0,DOH000000000007510,0,1466,1,0,0,2,2,0,Mindanao Central Sanitarium
4/7/2020 15:33,4/7/2020 15:33,4/7/2020,0,0,0,0,DOH000000000007510,0,5563,3,0,0,2,2,0,Mindanao Central Sanitarium
3/30/2020 18:01,3/30/2020 18:01,3/30/2020,0,0,0,0,DOH000000000007510,0,886,3,0,0,2,2,0,Mindanao Central Sanitarium
4/4/2020 16:16,4/4/2020 16:16,4/4/2020,0,0,0,0,DOH000000000007510,0,3418,3,0,0,2,2,0,Mindanao Central Sanitarium
4/3/2020 12:41,4/3/2020 12:41,4/3/2020,0,0,0,0,DOH000000000007510,0,2663,2,0,0,2,2,0,Mindanao Central Sanitarium
4/12/2020 16:02,4/12/2020 16:02,4/12/2020,0,0,0,0,DOH000000000007510,0,10662,3,0,0,2,2,0,Mindanao Central Sanitarium
4/10/2020 16:02,4/10/2020 16:02,4/10/2020,0,0,0,0,DOH000000000007510,0,8572,3,0,0,2,2,0,Mindanao Central Sanitarium
4/8/2020 15:37,4/8/2020 15:37,4/8/2020,0,0,0,0,DOH000000000007510,0,6479,3,0,0,2,2,0,Mindanao Central Sanitarium
4/2/2020 12:02,4/2/2020 12:02,4/2/2020,0,0,0,0,DOH000000000007510,0,2084,2,0,0,2,0,0,Mindanao Central Sanitarium
4/6/2020 15:53,4/6/2020 15:53,4/6/2020,0,0,0,0,DOH000000000007510,0,4728,3,0,0,2,2,0,Mindanao Central Sanitarium
3/29/2020 13:45,3/29/2020 13:45,3/29/2020,0,5,0,8,DOH000000000007511,0,499,1,0,0,1,1,2,"ADVENTIST MEDICAL CENTER-ILIGAN CITY, INC."
4/5/2020 16:57,4/5/2020 16:57,4/5/2020,0,11,0,7,DOH000000000007511,1,4073,3,0,0,1,1,1,"ADVENTIST MEDICAL CENTER-ILIGAN CITY, INC."
3/31/2020 12:39,3/31/2020 12:39,3/31/2020,0,5,0,5,DOH000000000007511,0,1156,2,0,0,1,1,3,"ADVENTIST MEDICAL CENTER-ILIGAN CITY, INC."
4/1/2020 8:12,4/1/2020 8:12,4/1/2020,0,5,0,5,DOH000000000007511,0,1404,1,0,0,1,1,3,"ADVENTIST MEDICAL CENTER-ILIGAN CITY, INC."
4/9/2020 16:09,4/9/2020 16:09,4/9/2020,0,11,0,7,DOH000000000007511,1,7590,3,0,0,1,1,1,"ADVENTIST MEDICAL CENTER-ILIGAN CITY, INC."
4/7/2020 16:33,4/7/2020 16:33,4/7/2020,0,12,0,6,DOH000000000007511,1,5705,3,0,0,1,1,2,"ADVENTIST MEDICAL CENTER-ILIGAN CITY, INC."
4/2/2020 11:46,4/2/2020 11:46,4/2/2020,0,12,0,6,DOH000000000007511,0,2058,1,0,0,1,1,2,"ADVENTIST MEDICAL CENTER-ILIGAN CITY, INC."
4/3/2020 8:21,4/3/2020 8:21,4/3/2020,0,10,0,6,DOH000000000007511,2,2423,1,0,0,1,1,2,"ADVENTIST MEDICAL CENTER-ILIGAN CITY, INC."
4/4/2020 16:07,4/4/2020 16:07,4/4/2020,0,10,0,6,DOH000000000007511,2,3389,3,0,0,1,1,2,"ADVENTIST MEDICAL CENTER-ILIGAN CITY, INC."
4/12/2020 16:08,4/12/2020 16:08,4/12/2020,0,10,0,6,DOH000000000007511,2,10698,3,0,0,1,1,2,"ADVENTIST MEDICAL CENTER-ILIGAN CITY, INC."
4/13/2020 17:55,4/13/2020 17:55,4/13/2020,0,10,0,6,DOH000000000007511,2,12093,3,0,0,1,1,2,"ADVENTIST MEDICAL CENTER-ILIGAN CITY, INC."
4/8/2020 16:42,4/8/2020 16:42,4/8/2020,0,11,0,6,DOH000000000007511,1,6670,3,0,0,1,1,2,"ADVENTIST MEDICAL CENTER-ILIGAN CITY, INC."
3/28/2020 13:59,3/28/2020 13:59,3/28/2020,0,5,0,8,DOH000000000007511,0,291,1,0,0,1,1,1,"ADVENTIST MEDICAL CENTER-ILIGAN CITY, INC."
4/14/2020 7:59,4/14/2020 7:59,4/14/2020,0,10,0,8,DOH000000000007511,2,12333,1,0,0,1,1,0,"ADVENTIST MEDICAL CENTER-ILIGAN CITY, INC."
3/27/2020 12:08,3/27/2020 12:08,3/27/2020,0,5,0,8,DOH000000000007511,0,111,1,0,0,1,1,1,"ADVENTIST MEDICAL CENTER-ILIGAN CITY, INC."
3/30/2020 10:57,3/30/2020 10:57,3/30/2020,0,5,0,8,DOH000000000007511,0,718,1,0,0,1,1,2,"ADVENTIST MEDICAL CENTER-ILIGAN CITY, INC."
4/10/2020 16:09,4/10/2020 16:09,4/10/2020,0,11,0,7,DOH000000000007511,1,8612,3,0,0,1,1,1,"ADVENTIST MEDICAL CENTER-ILIGAN CITY, INC."
4/11/2020 16:15,4/11/2020 16:15,4/11/2020,0,10,0,6,DOH000000000007511,2,9661,3,0,0,1,1,2,"ADVENTIST MEDICAL CENTER-ILIGAN CITY, INC."
4/13/2020 12:13,4/13/2020 12:13,4/13/2020,0,0,0,0,DOH000000000007512,0,11538,2,0,0,1,0,0,"CAGAYAN DE ORO POLYMEDIC GENERAL HOSPITAL, INC."
4/11/2020 16:32,4/11/2020 16:32,4/11/2020,0,0,0,0,DOH000000000007512,0,9709,3,0,0,1,0,2,"CAGAYAN DE ORO POLYMEDIC GENERAL HOSPITAL, INC."
4/6/2020 18:44,4/6/2020 18:44,4/6/2020,0,0,0,0,DOH000000000007512,0,4916,3,0,0,0,0,2,"CAGAYAN DE ORO POLYMEDIC GENERAL HOSPITAL, INC."
4/8/2020 16:25,4/8/2020 16:25,4/8/2020,0,0,0,0,DOH000000000007512,0,6632,3,0,0,1,0,2,"CAGAYAN DE ORO POLYMEDIC GENERAL HOSPITAL, INC."
4/7/2020 16:03,4/7/2020 16:03,4/7/2020,0,0,0,0,DOH000000000007512,0,5618,3,0,0,0,0,2,"CAGAYAN DE ORO POLYMEDIC GENERAL HOSPITAL, INC."
4/14/2020 11:18,4/14/2020 11:18,4/14/2020,0,0,0,0,DOH000000000007512,0,12725,1,0,0,1,0,2,"CAGAYAN DE ORO POLYMEDIC GENERAL HOSPITAL, INC."
4/12/2020 15:46,4/12/2020 15:46,4/12/2020,0,0,0,0,DOH000000000007512,0,10610,3,0,0,1,0,2,"CAGAYAN DE ORO POLYMEDIC GENERAL HOSPITAL, INC."
4/10/2020 12:17,4/10/2020 12:17,4/10/2020,0,0,0,0,DOH000000000007512,0,8295,2,0,0,1,0,2,"CAGAYAN DE ORO POLYMEDIC GENERAL HOSPITAL, INC."
4/9/2020 7:30,4/9/2020 7:30,4/9/2020,0,0,0,0,DOH000000000007512,0,6801,1,0,0,1,0,2,"CAGAYAN DE ORO POLYMEDIC GENERAL HOSPITAL, INC."
4/13/2020 12:04,4/13/2020 12:04,4/13/2020,0,0,0,0,DOH000000000007513,0,11513,2,0,0,0,0,0,BAYUGAN CITY DOCTORS HOSPITAL
4/5/2020 15:54,4/5/2020 15:54,4/5/2020,0,0,0,0,DOH000000000007513,0,3962,3,0,0,0,0,0,BAYUGAN CITY DOCTORS HOSPITAL
4/11/2020 15:52,4/11/2020 15:52,4/11/2020,0,0,0,0,DOH000000000007513,0,9591,3,0,0,0,0,0,BAYUGAN CITY DOCTORS HOSPITAL
4/8/2020 15:55,4/8/2020 15:55,4/8/2020,0,0,0,0,DOH000000000007513,0,6524,3,0,0,0,0,0,BAYUGAN CITY DOCTORS HOSPITAL
4/3/2020 3:55,4/3/2020 3:55,4/3/2020,0,0,0,0,DOH000000000007513,0,2792,3,0,0,0,0,0,BAYUGAN CITY DOCTORS HOSPITAL
4/12/2020 16:11,4/12/2020 16:11,4/12/2020,0,0,0,0,DOH000000000007513,0,10714,3,0,0,0,0,0,BAYUGAN CITY DOCTORS HOSPITAL
4/14/2020 13:30,4/14/2020 13:30,4/14/2020,0,0,0,0,DOH000000000007513,0,13046,2,0,0,0,0,0,BAYUGAN CITY DOCTORS HOSPITAL
4/7/2020 15:49,4/7/2020 15:49,4/7/2020,0,0,0,0,DOH000000000007513,0,5586,3,0,0,0,0,0,BAYUGAN CITY DOCTORS HOSPITAL
4/6/2020 15:54,4/6/2020 15:54,4/6/2020,0,0,0,0,DOH000000000007513,0,4730,3,0,0,0,0,0,BAYUGAN CITY DOCTORS HOSPITAL
4/10/2020 15:48,4/10/2020 15:48,4/10/2020,0,0,0,0,DOH000000000007513,0,8523,3,0,0,0,0,0,BAYUGAN CITY DOCTORS HOSPITAL
4/4/2020 15:54,4/4/2020 15:54,4/4/2020,0,0,0,0,DOH000000000007513,0,3365,3,0,0,0,0,0,BAYUGAN CITY DOCTORS HOSPITAL
4/9/2020 18:07,4/9/2020 18:07,4/9/2020,0,0,0,0,DOH000000000007513,0,7722,3,0,0,0,0,0,BAYUGAN CITY DOCTORS HOSPITAL
4/13/2020 13:12,4/13/2020 13:12,4/13/2020,0,0,0,4,DOH000000000007520,9,11657,1,0,0,10,0,4,QUIRINO MEMORIAL MEDICAL CENTER
4/7/2020 11:14,4/7/2020 11:14,4/7/2020,0,0,0,0,DOH000000000007521,0,5280,2,0,0,0,1,0,RAMON TABIANA MEMORIAL DISTRICT HOSPITAL
4/10/2020 16:16,4/10/2020 16:16,4/10/2020,0,0,0,0,DOH000000000007521,0,8642,3,0,0,0,1,0,RAMON TABIANA MEMORIAL DISTRICT HOSPITAL
4/12/2020 16:01,4/12/2020 16:01,4/12/2020,0,0,0,0,DOH000000000007527,0,10659,3,0,0,0,4,0,UNIVERSIDAD DE ZAMBOANGA MEDICAL CENTER
4/8/2020 15:54,4/8/2020 15:54,4/8/2020,0,0,0,0,DOH000000000007527,0,6522,3,0,0,0,4,0,UNIVERSIDAD DE ZAMBOANGA MEDICAL CENTER
4/6/2020 12:59,4/6/2020 12:59,4/6/2020,0,0,0,0,DOH000000000007527,0,4617,2,0,0,0,4,0,UNIVERSIDAD DE ZAMBOANGA MEDICAL CENTER
4/4/2020 16:04,4/4/2020 16:04,4/4/2020,0,0,0,0,DOH000000000007527,0,3378,3,0,0,0,4,0,UNIVERSIDAD DE ZAMBOANGA MEDICAL CENTER
4/14/2020 12:02,4/14/2020 12:02,4/14/2020,0,0,0,0,DOH000000000007527,0,12866,2,0,0,0,4,0,UNIVERSIDAD DE ZAMBOANGA MEDICAL CENTER
4/13/2020 16:03,4/13/2020 16:03,4/13/2020,0,0,0,0,DOH000000000007527,0,11892,3,0,0,0,4,0,UNIVERSIDAD DE ZAMBOANGA MEDICAL CENTER
4/7/2020 12:06,4/7/2020 12:06,4/7/2020,0,0,0,0,DOH000000000007527,0,5391,2,0,0,0,4,0,UNIVERSIDAD DE ZAMBOANGA MEDICAL CENTER
4/9/2020 12:09,4/9/2020 12:09,4/9/2020,0,0,0,0,DOH000000000007527,0,7281,2,0,0,0,4,0,UNIVERSIDAD DE ZAMBOANGA MEDICAL CENTER
4/3/2020 17:09,4/3/2020 17:09,4/3/2020,0,0,0,0,DOH000000000007527,0,2892,3,0,0,0,4,0,UNIVERSIDAD DE ZAMBOANGA MEDICAL CENTER
4/11/2020 16:13,4/11/2020 16:13,4/11/2020,0,0,0,0,DOH000000000007527,0,9654,3,0,0,0,4,0,UNIVERSIDAD DE ZAMBOANGA MEDICAL CENTER
4/5/2020 12:08,4/5/2020 12:08,4/5/2020,0,0,0,0,DOH000000000007527,0,3820,2,0,0,0,4,0,UNIVERSIDAD DE ZAMBOANGA MEDICAL CENTER
4/10/2020 16:08,4/10/2020 16:08,4/10/2020,0,0,0,0,DOH000000000007527,0,8609,3,0,0,0,4,0,UNIVERSIDAD DE ZAMBOANGA MEDICAL CENTER
4/8/2020 11:40,4/8/2020 11:40,4/8/2020,0,0,0,0,DOH000000000007705,0,6186,2,0,0,0,0,0,HAPPY VALLEY COMMUNITY HOSPITAL
4/11/2020 16:28,4/11/2020 16:28,4/11/2020,0,0,0,0,DOH000000000007705,0,9700,3,0,0,0,0,0,HAPPY VALLEY COMMUNITY HOSPITAL
4/7/2020 11:30,4/7/2020 11:30,4/7/2020,0,0,0,0,DOH000000000007705,0,5300,2,0,0,0,0,0,HAPPY VALLEY COMMUNITY HOSPITAL
4/6/2020 12:25,4/6/2020 12:25,4/6/2020,0,0,0,0,DOH000000000007705,0,4575,2,0,0,0,0,0,HAPPY VALLEY COMMUNITY HOSPITAL
4/10/2020 8:55,4/10/2020 8:55,4/10/2020,0,0,0,0,DOH000000000007705,0,7969,1,0,0,0,0,0,HAPPY VALLEY COMMUNITY HOSPITAL
4/14/2020 8:35,4/14/2020 8:35,4/14/2020,0,0,0,0,DOH000000000007705,0,12493,1,0,0,0,0,0,HAPPY VALLEY COMMUNITY HOSPITAL
4/13/2020 16:19,4/13/2020 16:19,4/13/2020,0,0,0,0,DOH000000000007705,0,11963,3,0,0,0,0,0,HAPPY VALLEY COMMUNITY HOSPITAL
4/14/2020 9:11,4/14/2020 9:11,4/14/2020,0,0,0,0,DOH000000000007706,0,12599,1,0,0,0,0,0,HOFILENA HOSPITAL
4/13/2020 16:22,4/13/2020 16:22,4/13/2020,0,0,0,0,DOH000000000007706,0,11975,1,0,0,0,0,0,HOFILENA HOSPITAL
4/8/2020 12:00,4/8/2020 12:00,4/8/2020,0,0,0,0,DOH000000000007708,0,6234,2,1,0,0,1,0,PAGADIAN DOCTORS HOSPITAL
4/14/2020 8:24,4/14/2020 8:24,4/14/2020,0,0,0,1,DOH000000000007708,0,12455,1,0,0,0,1,0,PAGADIAN DOCTORS HOSPITAL
4/13/2020 8:29,4/13/2020 8:29,4/13/2020,0,0,0,1,DOH000000000007708,0,11150,1,0,0,0,1,0,PAGADIAN DOCTORS HOSPITAL
