updateddate,addeddate,hfhudcode,medtech,icu_nurse,resident,gown,id_specialist,er_nurse,ward_nurse,id,reportdate,gloves,surgmask,mechvent_tech,pulmo,respthe,shoe_cover,face_shield,n95mask,goggles,ic_specialist,head_cover,cfname
2020-04-10 19:31:56,2020-04-10 19:31:56,DOH000000000001977,4,0,3,50,3,2,5,558,2020-04-10,22,46,0,0,0,70,405,66,30,0,180,MARIVELES MENTAL WELLNESS  AND GENERAL HOSPITAL
2020-04-03 1:11:43,2020-04-03 1:11:43,DOH000000000001977,4,0,3,7,3,2,5,105,2020-04-03,33,80,0,0,0,70,250,17,50,0,100,MARIVELES MENTAL WELLNESS  AND GENERAL HOSPITAL
2020-03-30 17:38:28,2020-03-30 17:38:28,DOH000000000001977,4,0,3,4,3,2,5,37,2020-03-30,20,27,0,0,0,38,61,14,34,0,100,MARIVELES MENTAL WELLNESS  AND GENERAL HOSPITAL
2020-04-10 11:06:09,2020-04-10 11:06:09,DOH000000000005597,4,0,3,10,0,2,10,325,2020-04-10,28,28,0,0,0,30,0,50,3,0,558,FR. GERRY FILIPPETTO MEMORIAL FOUNDATION HOSPITAL
2020-04-03 9:10:52,2020-04-03 9:10:52,DOH000000000005597,4,0,3,10,0,2,10,81,2020-04-03,30,30,0,0,0,30,0,50,3,0,600,FR. GERRY FILIPPETTO MEMORIAL FOUNDATION HOSPITAL
2020-04-10 15:54:29,2020-04-10 15:54:29,DOH000000000003408,1,0,2,15,0,2,2,443,2020-04-10,2,1,9,0,0,5,25,0,5,0,5,MOISES R. ESPINOSA SR. MEMORIAL MUNICIPAL HOSPITAL
2020-04-03 4:29:10,2020-04-03 4:29:10,DOH000000000038110,2,0,2,92,1,2,1,191,2020-04-03,236,11,1,0,0,0,61,1,0,0,0,BATANGAS HEALTHCARE SPECIALISTS MEDICAL CENTER (new)
2020-04-12 11:57:50,2020-04-12 11:57:50,DOH000000000038110,2,3,2,127,1,2,0,618,2020-04-12,125,8,0,0,2,0,129,5,0,0,1028,BATANGAS HEALTHCARE SPECIALISTS MEDICAL CENTER (new)
2020-04-10 16:33:14,2020-04-10 16:33:14,DOH000000000000481,1,0,1,1100,0,2,1,501,2020-04-10,120,170,0,0,0,10,70,22,30,0,2900,DON JOSE S. MONFORT MEDICAL CENTER EXTENSION HOSPITAL
2020-04-03 3:55:04,2020-04-03 3:55:04,DOH000000000002804,0,0,0,2,1,2,0,170,2020-04-03,65,0,0,0,0,0,200,2,2,0,300,MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES COOPERATI
2020-04-10 15:30:38,2020-04-10 15:30:38,DOH000000000002804,0,0,0,2,0,2,0,414,2020-04-10,45,0,0,0,0,0,200,1,2,0,150,MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES COOPERATI
2020-04-10 10:17:48,2020-04-10 10:17:48,DOH000000000002164,0,0,3,2,1,3,6,314,2020-04-10,1,1,0,0,0,0,10,5,1,0,10,GAMBALAN HOSPITAL
2020-04-10 16:03:38,2020-04-10 16:03:38,DOH000000000005687,1,0,3,20,1,3,2,464,2020-04-10,727,2000,0,1,1,200,0,2065,84,0,3000,SEAMEN?S HOSPITAL
2020-04-03 9:40:02,2020-04-03 9:40:02,DOH000000000005687,1,0,1,40,1,3,3,85,2020-04-03,776,470,0,1,1,50,0,1037,75,0,3000,SEAMEN?S HOSPITAL
2020-04-03 20:09:05,2020-04-03 20:09:05,DOH000000000003317,1,0,2,1,0,3,4,223,2020-04-03,2,0,0,0,0,2,0,0,3,0,6,DANAO-SALE HOSPITAL
2020-04-10 15:41:27,2020-04-10 15:41:27,DOH000000000003317,1,0,2,2,0,3,4,422,2020-04-10,2,0,0,0,0,2,3,0,3,0,6,DANAO-SALE HOSPITAL
2020-04-11 8:14:53,2020-04-11 8:14:53,DOH000000000000445,0,0,2,7,0,3,4,576,2020-04-11,2,2,0,0,0,20,20,1,2,0,20,CHAVEZ MEDICAL CLINIC
2020-04-03 16:49:26,2020-04-03 16:49:26,DOH000000000000445,0,0,2,2,0,3,4,205,2020-04-03,2,2,0,0,0,20,20,1,2,0,20,CHAVEZ MEDICAL CLINIC
2020-04-03 3:32:49,2020-04-03 3:32:49,DOH000000000000548,2,0,3,0,0,3,3,151,2020-04-03,1,0,0,0,0,0,12,0,0,0,1,FAMILY MEDICAL CLINIC
2020-04-10 15:47:07,2020-04-10 15:47:07,DOH000000000000548,2,0,3,0,0,3,3,428,2020-04-10,1,0,0,0,0,0,12,0,0,0,1,FAMILY MEDICAL CLINIC
2020-04-11 20:07:20,2020-04-11 20:07:20,DOH000000000000454,1,0,2,5,0,3,8,611,2020-04-11,1,0,0,0,0,0,10,0,0,0,0,CLINICA JESUS NAZARENO
2020-04-03 2:50:09,2020-04-03 2:50:09,DOH000000000003916,4,2,1,20,0,3,8,126,2020-04-03,8,5,0,0,0,20,10,3,20,0,20,CUYO DISTRICT HOSPITAL
2020-04-10 15:25:49,2020-04-10 15:25:49,DOH000000000001980,3,0,3,0,0,3,12,405,2020-04-10,0,0,0,0,0,0,0,0,0,0,0,ALICIA DISTRICT HOSPITAL
2020-04-03 2:57:43,2020-04-03 2:57:43,DOH000000000004148,4,0,6,52,0,3,12,129,2020-04-03,57,23,0,1,0,10,40,0,15,0,697,LEONCIO GENERAL HOSPITAL
2020-04-01 5:17:12,2020-04-01 5:17:12,DOH000000000004148,0,0,6,55,0,3,12,54,2020-04-01,58,24,0,1,0,10,40,0,15,0,700,LEONCIO GENERAL HOSPITAL
2020-04-10 16:09:41,2020-04-10 16:09:41,DOH000000000004148,4,0,6,50,0,3,12,477,2020-04-10,56,22,0,1,0,10,40,0,15,0,690,LEONCIO GENERAL HOSPITAL
2020-04-10 9:01:04,2020-04-10 9:01:04,DOH000000000002767,2,0,2,0,0,3,3,297,2020-04-10,1,1,0,0,0,0,5,0,0,0,0,RILLERA MEDICAL HOSPITAL
2020-04-10 15:26:54,2020-04-10 15:26:54,DOH000000000004095,3,0,3,20,0,3,3,407,2020-04-10,10,10,0,0,0,30,30,1,20,0,300,HOSPITAL OF THE HOLY CROSS
2020-04-02 4:35:18,2020-04-02 4:35:18,DOH000000000004095,3,0,3,30,0,3,9,71,2020-04-02,12,8,0,0,0,30,20,2,20,0,30,HOSPITAL OF THE HOLY CROSS
2020-04-10 15:56:04,2020-04-10 15:56:04,DOH000000000002549,2,0,3,25,0,3,7,448,2020-04-10,17,2,0,0,0,5,50,15,5,0,25,QUEZON COMMUNITY INFIRMARY
2020-04-03 3:58:06,2020-04-03 3:58:06,DOH000000000000754,1,0,1,0,0,3,3,171,2020-04-03,0,0,0,0,0,0,22,0,0,0,0,S.S LUMAPAS MEDICAL CLINIC
2020-04-04 9:20:08,2020-04-04 9:20:08,DOH000000000004449,2,0,5,10,0,3,5,228,2020-04-04,2,0,0,0,0,0,0,0,2,0,0,KITCHARAO DISTRICT HOSPITAL
2020-04-03 19:04:37,2020-04-03 19:04:37,DOH000000000001562,2,0,3,30,0,3,3,222,2020-04-03,15,10,0,0,0,30,30,30,30,0,30,MALIPAYON DISTRICT HOSPITAL
2020-04-10 20:12:41,2020-04-10 20:12:41,DOH000000000004054,1,0,1,7,0,3,3,563,2020-04-10,50,0,0,0,0,0,0,2,0,0,250,RAPU-RAPU DISTRICT HOSPITAL
2020-04-10 15:21:13,2020-04-10 15:21:13,DOH000000000004794,0,0,1,127,0,3,0,400,2020-04-10,164,106,0,0,0,28,52,17,25,0,893,"RIVERA MEDICAL CENTER, INC."
2020-04-03 4:33:27,2020-04-03 4:33:27,DOH000000000004794,0,0,1,112,0,3,0,193,2020-04-03,180,112,0,0,0,145,82,19,35,0,618,"RIVERA MEDICAL CENTER, INC."
2020-04-03 3:41:53,2020-04-03 3:41:53,DOH000000000006576,5,0,12,10,0,3,13,161,2020-04-03,4,1,0,0,0,1,2,0,2,0,20,SALUG VALLEY MEDICAL CENTER
2020-04-07 12:16:30,2020-04-07 12:16:30,DOH000000000005938,1,0,4,50,0,3,3,269,2020-04-07,3,0,0,0,0,50,6,1,14,0,0,TORRIJOS MUNICIPAL HOSPITAL
2020-04-10 14:44:19,2020-04-10 14:44:19,DOH000000000001506,1,0,1,9,0,3,2,379,2020-04-10,3,2,0,0,0,0,40,1,0,0,20,CABADBARAN DISTRICT HOSPITAL
2020-04-11 12:05:12,2020-04-11 12:05:12,DOH000000000004969,5,0,4,217,0,3,17,594,2020-04-11,7,16,0,0,0,175,18,2,80,0,337,CAMP NAVARRO GENERAL HOSPITAL
2020-04-11 13:31:30,2020-04-11 13:31:30,DOH000000000000298,0,0,1,9,0,3,0,598,2020-04-11,10,0,0,0,0,0,10,0,9,0,0,DR. MIGUEL V. ALEGRE HOSPITAL
2020-04-11 11:18:39,2020-04-11 11:18:39,DOH000000000003566,1,0,4,50,0,3,2,591,2020-04-11,84,23,0,1,0,300,10,5,10,0,300,"SOLLER GENERAL HOSPITAL, INC."
2020-04-10 12:19:46,2020-04-10 12:19:46,DOH000000000000542,1,0,1,23,0,3,2,341,2020-04-10,41,42,0,0,0,32,62,3,51,0,21,EDWIN ANDREWS AIRBASE HOSPITAL
2020-04-11 15:06:17,2020-04-11 15:06:17,DOH000000000003547,1,0,5,2,0,3,6,603,2020-04-11,2,8,0,0,0,2,2,0,2,0,2,PRIETO DIAZ MUNICIPAL HOSPITAL
2020-04-03 1:56:47,2020-04-03 1:56:47,DOH000000000000232,1,0,1,18,0,3,2,114,2020-04-03,18,4,0,0,0,75,0,6,10,0,9300,SAN SEBASTIAN DISTRICT HOSPITAL
2020-04-10 10:55:06,2020-04-10 10:55:06,DOH000000000000232,1,0,1,27,0,3,2,322,2020-04-10,14,7,0,0,0,85,45,5,52,0,900,SAN SEBASTIAN DISTRICT HOSPITAL
2020-04-10 15:55:30,2020-04-10 15:55:30,DOH000000000038482,2,0,0,58,0,3,3,445,2020-04-10,3,6,0,0,0,101,55,24,69,0,173,DR. JOSE RIZAL DISTRICT HOSPITAL
2020-04-07 16:32:22,2020-04-07 16:32:22,DOH000000000038482,2,0,0,43,0,3,3,274,2020-04-07,2,1,0,0,0,101,30,9,44,0,148,DR. JOSE RIZAL DISTRICT HOSPITAL
2020-04-10 15:26:22,2020-04-10 15:26:22,DOH000000000037698,1,0,1,10,0,3,1,406,2020-04-10,20,0,0,0,0,6,10,0,0,0,0,SULTAN KUDARAT DISTRICT HOSPITAL
2020-04-10 14:33:18,2020-04-10 14:33:18,DOH000000000003808,2,2,2,50,1,3,3,375,2020-04-10,2,0,0,1,2,50,10,0,0,0,50,"BRENT HOSPITAL AND COLLEGES, INC."
2020-04-10 16:07:31,2020-04-10 16:07:31,DOH000000000003625,3,1,1,21,0,3,5,472,2020-04-10,100,60,0,0,0,40,120,1,8,0,1500,MISAMIS UNIVERSITY MEDICAL CENTER
2020-04-10 9:06:05,2020-04-10 9:06:05,DOH000000000003669,1,0,2,0,0,3,3,299,2020-04-10,2,1,0,0,0,0,10,3,0,0,0,"DE CASTRO HOSPITAL FOUNDATION, INC."
2020-04-10 15:07:42,2020-04-10 15:07:42,DOH000000000003623,0,0,1,50,0,3,3,393,2020-04-10,6,0,0,0,0,300,1,2,12,0,300,LANAO DEL NORTE PROVINCIAL HOSPITAL
2020-04-01 7:36:10,2020-04-01 7:36:10,DOH000000000002748,3,0,3,15,1,3,4,47,2020-04-01,20,30,0,0,0,15,15,10,15,0,30,DR. DAMIAN REYES PROVINCIAL HOSPITAL
2020-04-11 9:41:02,2020-04-11 9:41:02,DOH000000000006878,2,0,4,10,0,3,9,585,2020-04-11,1,1,0,0,0,30,30,1,3,0,30,ESPERANZA MEDICARE COMMUNITY HOSPITAL
2020-03-30 15:25:15,2020-03-30 15:25:15,DOH000000000038000,1,0,3,48,0,3,4,36,2020-03-30,3,50,0,1,0,35,64,3,5,0,0,"METRO HEALTH SPECIALISTS HOSPITAL, INC."
2020-04-07 17:10:29,2020-04-07 17:10:29,DOH000000000017445,2,0,1,50,1,3,4,275,2020-04-07,30,1,1,1,0,100,50,2,20,0,100,"HOLY NAME UNIVERSITY MEDICAL CENTER, INC."
2020-03-28 8:29:26,2020-03-28 8:29:26,DOH000000000017445,2,0,1,10,1,3,4,14,2020-03-28,20,10,1,1,0,50,30,6,5,0,100,"HOLY NAME UNIVERSITY MEDICAL CENTER, INC."
2020-04-10 8:49:32,2020-04-10 8:49:32,DOH000000000034464,0,0,3,6,0,3,0,293,2020-04-10,2,1,0,0,0,3,5,0,4,0,12,"ZONE MEDICAL AND INTERVENTION HOSPITAL, INC."
2020-04-04 12:04:34,2020-04-04 12:04:34,DOH000000000034464,3,0,3,5,0,3,3,234,2020-04-04,1,1,0,1,0,0,10,0,3,0,5,"ZONE MEDICAL AND INTERVENTION HOSPITAL, INC."
2020-04-01 4:35:59,2020-04-01 4:35:59,DOH000000000004329,4,0,6,55,0,3,12,53,2020-04-01,58,24,0,1,0,10,40,0,15,0,700,CAMP GENERAL ARTEMIO RICARTE STATION HOSPITAL
2020-04-10 8:10:37,2020-04-10 8:10:37,DOH000000000038008,2,4,1,50,1,4,4,286,2020-04-10,10,10,1,1,1,0,50,9,30,1,50,SALUBRIS INC.
2020-04-03 2:37:11,2020-04-03 2:37:11,DOH000000000004818,0,0,2,0,0,4,6,124,2020-04-03,0,0,0,1,0,0,0,0,0,0,0,ESTHER HOSPITAL
2020-04-11 8:21:27,2020-04-11 8:21:27,DOH000000000004818,6,0,2,0,0,4,6,577,2020-04-11,0,0,0,1,0,0,0,0,0,0,0,ESTHER HOSPITAL
2020-04-10 13:28:27,2020-04-10 13:28:27,DOH000000000005233,3,0,2,0,0,4,8,358,2020-04-10,1,1,0,0,0,3,17,0,0,0,3,LIZASO HOSPITAL
2020-04-11 11:17:07,2020-04-11 11:17:07,DOH000000000032773,2,0,4,25,0,4,6,590,2020-04-11,21,4,0,0,0,100,10,0,14,0,100,MEDINA HOSPITAL
2020-04-10 16:00:41,2020-04-10 16:00:41,DOH000000000000319,0,0,1,9,0,4,13,460,2020-04-10,3,3,0,0,0,0,12,6,0,0,0,RICO'S HOSPITAL
2020-04-10 15:54:04,2020-04-10 15:54:04,DOH000000000000277,3,3,4,50,1,4,4,442,2020-04-10,300,320,0,0,0,200,50,87,150,0,281,Bicol Sanitarium
2020-04-03 4:27:57,2020-04-03 4:27:57,DOH000000000000277,3,3,4,50,1,4,4,189,2020-04-03,300,320,0,0,0,200,50,1750,200,0,350,Bicol Sanitarium
2020-04-10 16:34:14,2020-04-10 16:34:14,DOH000000000002831,6,0,3,10,0,4,8,504,2020-04-10,60,3,0,0,0,10,50,0,10,0,200,HERAMIL HOSPITAL
2020-04-10 22:08:43,2020-04-10 22:08:43,DOH000000000030126,0,0,3,10,0,4,9,569,2020-04-10,10,1,0,0,0,4,20,0,3,0,20,SAGNAY INFIRMARY
2020-04-05 10:52:38,2020-04-05 10:52:38,DOH000000000024449,6,0,4,10,0,4,8,247,2020-04-05,10,10,0,0,0,100,50,5,10,0,100,ISIAH MEDICAL CENTER
2020-04-10 17:07:26,2020-04-10 17:07:26,DOH000000000003985,0,0,3,0,0,4,4,532,2020-04-10,0,1,0,0,0,0,0,1,0,0,0,PAZZU MEDICAL CLINIC
2020-04-10 11:05:23,2020-04-10 11:05:23,DOH000000000000355,1,0,3,10,0,4,8,324,2020-04-10,3,3,0,0,0,0,15,0,20,0,50,SULOP MEDICAL CLINIC
2020-04-10 17:38:34,2020-04-10 17:38:34,DOH000000000004358,2,7,3,710,1,4,12,542,2020-04-10,951,62,1,2,1,710,45,2,45,1,710,"SUMC FOUNDATION, INC."
2020-04-04 10:13:42,2020-04-04 10:13:42,DOH000000000004358,2,7,3,893,1,4,12,230,2020-04-04,1089,40,1,2,1,893,70,2,0,1,893,"SUMC FOUNDATION, INC."
2020-04-03 10:50:48,2020-04-03 10:50:48,DOH000000000005970,3,0,2,0,0,4,4,92,2020-04-03,30,5,0,0,0,2,10,1,8,0,50,GRACE MISSION HOSPITAL
2020-04-10 8:58:43,2020-04-10 8:58:43,DOH000000000005970,4,0,2,5,0,4,4,296,2020-04-10,23,4,0,0,0,2,10,1,8,0,50,GRACE MISSION HOSPITAL
2020-04-03 17:43:39,2020-04-03 17:43:39,DOH000000000002882,4,4,8,30,2,4,4,216,2020-04-03,10,10,0,5,3,200,20,1,20,1,200,JECSONS MEDICAL CENTER
2020-04-11 14:46:06,2020-04-11 14:46:06,DOH000000000002882,4,4,8,40,2,4,4,602,2020-04-11,10,100,0,4,2,200,20,1,20,1,200,JECSONS MEDICAL CENTER
2020-04-11 14:23:23,2020-04-11 14:23:23,DOH000000000024002,4,0,3,5,0,4,8,601,2020-04-11,10,0,0,0,0,10,20,1,5,0,20,TIGAON PRIMARY HOSPITAL
2020-04-10 16:01:48,2020-04-10 16:01:48,DOH000000000003409,1,0,2,16,0,4,3,462,2020-04-10,1,0,0,1,0,8,5,0,16,0,3,ABORLAN MEDICAL HOSPITAL
2020-04-03 11:35:43,2020-04-03 11:35:43,DOH000000000003409,1,0,1,16,0,4,3,94,2020-04-03,0,0,0,1,0,0,0,0,16,0,0,ABORLAN MEDICAL HOSPITAL
2020-04-03 2:05:11,2020-04-03 2:05:11,DOH000000000001918,1,7,6,1476,1,4,5,120,2020-04-03,123,3535,3,1,3,698,629,1074,144,1,3900,CARAGA REGIONAL HOSPITAL
2020-04-11 16:55:21,2020-04-11 16:55:21,DOH000000000000240,0,0,1,5,0,4,4,607,2020-04-11,1,1,0,0,0,0,20,2,0,0,0,ZAPANTA GENERAL HOSPITAL
2020-03-28 10:43:42,2020-03-28 10:43:42,DOH000000000003027,2,0,4,35,0,4,4,18,2020-03-28,12,8,0,0,0,10,10,2,10,0,10,ALCALA MUNICIPAL HOSPITAL
2020-04-03 17:27:18,2020-04-03 17:27:18,DOH000000000003027,2,0,4,10,0,4,4,214,2020-04-03,5,5,0,0,0,5,30,0,5,0,30,ALCALA MUNICIPAL HOSPITAL
2020-04-10 17:04:08,2020-04-10 17:04:08,DOH000000000004575,1,0,2,5,0,4,4,530,2020-04-10,1,3,0,0,0,5,15,0,5,0,5,GIGMOTO DISTRICT HOSPITAL
2020-04-03 3:29:58,2020-04-03 3:29:58,DOH000000000038007,7,4,7,2,0,4,9,148,2020-04-03,190,3,0,0,1,50,0,1,2,0,0,GRUPO MEDICO DE DIOS INC.
2020-04-07 16:29:56,2020-04-07 16:29:56,DOH000000000005735,5,0,4,10,0,4,9,273,2020-04-07,0,30,0,0,0,50,12,1,0,0,50,KASIBU MUNICIPAL HOSPITAL
2020-03-31 10:06:04,2020-03-31 10:06:04,DOH000000000005735,5,0,4,0,0,4,9,40,2020-03-31,0,38,0,0,0,0,10,1,0,0,50,KASIBU MUNICIPAL HOSPITAL
2020-04-02 4:55:43,2020-04-02 4:55:43,DOH000000000002657,2,0,0,10,0,4,5,73,2020-04-02,30,30,0,0,0,10,17,1,7,0,40,NAUJAN MUNICIPAL HOSPITAL
2020-04-10 14:46:01,2020-04-10 14:46:01,DOH000000000002983,1,0,2,3,0,4,4,382,2020-04-10,2,4,0,0,0,0,24,0,0,0,0,CASIGURAN DISTRICT HOSPITAL
2020-04-03 3:33:50,2020-04-03 3:33:50,DOH000000000002983,1,0,2,0,0,4,4,152,2020-04-03,0,0,0,0,0,0,0,0,0,0,0,CASIGURAN DISTRICT HOSPITAL
2020-04-10 15:50:29,2020-04-10 15:50:29,DOH000000000003831,4,0,2,5,0,4,5,436,2020-04-10,40,5,0,0,0,5,5,1,5,0,5,CATAINGAN DISTRICT HOSPITAL
2020-04-10 15:16:38,2020-04-10 15:16:38,DOH000000000004449,2,0,6,20,0,4,6,399,2020-04-10,2,8,0,0,0,25,100,4,6,0,50,KITCHARAO DISTRICT HOSPITAL
2020-04-10 13:27:04,2020-04-10 13:27:04,DOH000000000007510,1,0,2,13,0,4,5,357,2020-04-10,70,100,0,0,0,5,42,15,11,0,1200,Mindanao Central Sanitarium
2020-04-03 3:08:29,2020-04-03 3:08:29,DOH000000000007510,1,0,2,13,1,4,5,133,2020-04-03,70,94,0,0,0,5,43,15,8,0,1200,Mindanao Central Sanitarium
2020-04-10 8:13:03,2020-04-10 8:13:03,DOH000000000005197,14,0,10,46,0,4,49,288,2020-04-10,75,200,0,1,0,80,72,50,60,0,2000,ROMBLON PROVINCIAL HOSPITAL
2020-04-03 2:00:24,2020-04-03 2:00:24,DOH000000000005197,14,0,10,50,0,4,49,117,2020-04-03,55,12,0,1,0,0,150,20,50,0,200,ROMBLON PROVINCIAL HOSPITAL
2020-03-29 11:41:09,2020-03-29 11:41:09,DOH000000000026270,4,4,1,30,1,4,8,24,2020-03-29,100,100,7,1,0,100,25,1,30,0,100,"ANTIQUE MEDICAL CENTER, INC."
2020-04-05 9:41:38,2020-04-05 9:41:38,DOH000000000026270,2,4,1,20,1,4,4,246,2020-04-05,50,20,0,1,0,100,50,2,50,0,100,"ANTIQUE MEDICAL CENTER, INC."
2020-04-10 8:57:03,2020-04-10 8:57:03,DOH000000000004384,6,4,3,65,0,4,8,295,2020-04-10,10,10,0,0,0,25,25,1,25,0,25,OUR LADY OF LOURDES HOSPITAL
2020-04-10 16:15:15,2020-04-10 16:15:15,DOH000000000003787,2,0,2,44,0,4,4,483,2020-04-10,14,23,0,0,0,0,49,2,1,0,24,SAN MIGUEL COMMUNITY HOSPITAL
2020-04-03 18:08:21,2020-04-03 18:08:21,DOH000000000003787,2,0,2,5,0,4,4,218,2020-04-03,30,40,0,0,0,0,49,5,1,0,48,SAN MIGUEL COMMUNITY HOSPITAL
2020-04-03 3:51:59,2020-04-03 3:51:59,DOH000000000005359,2,0,6,45,0,4,4,166,2020-04-03,197,50,0,0,0,38,150,0,30,0,1400,HOWARD HUBBARD MEMORIAL HOSPITAL
2020-03-27 11:22:26,2020-03-27 11:22:26,DOH000000000001666,2,0,1,4,0,4,5,6,2020-03-27,1,0,0,0,0,0,24,0,3,0,50,INAPOY COMMUNITY PRIMARY HOSPITAL
2020-04-03 16:43:38,2020-04-03 16:43:38,DOH000000000001666,2,0,3,4,0,4,5,201,2020-04-03,1,0,0,0,0,0,24,0,3,0,50,INAPOY COMMUNITY PRIMARY HOSPITAL
2020-04-10 21:22:17,2020-04-10 21:22:17,DOH000000000003100,3,0,4,3,0,4,4,566,2020-04-10,0,3,0,0,0,0,3,0,2,0,0,MATNOG MEDICARE COMMUNITY HOSPITAL
2020-04-10 15:55:02,2020-04-10 15:55:02,DOH000000000004790,2,0,4,0,0,4,8,444,2020-04-10,2,0,0,0,0,10,20,0,0,0,50,NORTHERN CAGAYAN DISTRICT HOSPITAL
2020-04-03 3:34:13,2020-04-03 3:34:13,DOH000000000004790,2,0,4,0,0,4,8,153,2020-04-03,3,0,0,0,0,10,0,0,0,0,50,NORTHERN CAGAYAN DISTRICT HOSPITAL
2020-04-10 19:28:41,2020-04-10 19:28:41,DOH000000000003014,8,0,3,5,1,4,12,557,2020-04-10,3,0,0,2,0,0,15,0,1,0,15,"OSPITAL NG KABATAAN NG DIPOLOG, INC"
2020-03-28 8:36:37,2020-03-28 8:36:37,DOH000000000032432,4,0,2,10,0,4,11,16,2020-03-28,2,0,0,0,0,50,0,0,0,0,200,"BRIGINO GENERAL HOSPITAL, INC. (New)"
2020-04-02 8:53:46,2020-04-02 8:53:46,DOH000000000002748,3,0,4,3,0,4,5,55,2020-04-02,4,10,0,0,0,10,10,5,8,0,20,DR. DAMIAN REYES PROVINCIAL HOSPITAL
2020-03-27 13:19:56,2020-03-27 13:19:56,DOH000000000001819,6,0,0,54,0,4,12,8,2020-03-27,19,8,0,0,0,54,0,5,54,0,54,NORTHERN PALAWAN PROVINCIAL HOSPITAL
2020-04-10 12:39:47,2020-04-10 12:39:47,DOH000000000001819,0,0,0,63,0,4,12,343,2020-04-10,214,0,0,0,0,48,0,119,89,0,376,NORTHERN PALAWAN PROVINCIAL HOSPITAL
2020-03-29 8:59:57,2020-03-29 8:59:57,DOH000000000003771,1,0,2,10,0,4,2,21,2020-03-29,12,13,0,1,0,7,0,4,10,0,7,SOUTHERN PALAWAN PROVINCIAL HOSPITAL
2020-04-04 11:53:00,2020-04-04 11:53:00,DOH000000000001679,5,0,10,50,1,4,12,233,2020-04-04,20,20,1,1,0,50,15,0,10,1,100,SAGRADO MEDICAL AND CHILDREN'S CLINIC
2020-04-12 11:09:22,2020-04-12 11:09:22,DOH000000000001679,2,0,2,20,1,4,12,617,2020-04-12,10,10,0,1,0,50,15,0,2,1,50,SAGRADO MEDICAL AND CHILDREN'S CLINIC
2020-04-11 13:04:08,2020-04-11 13:04:08,DOH000000000005058,4,0,4,14,0,4,4,597,2020-04-11,2,1,0,0,0,0,4,1,0,0,14,SALVADOR R. ENCINAS DISTRICT HOSPITAL
2020-04-03 16:36:56,2020-04-03 16:36:56,DOH000000000000767,5,0,6,8,0,4,11,196,2020-04-03,5,2,0,2,0,6,8,1,5,0,4,ST. JOSEPH SOUTHERN BUKIDNON HOSPITAL
2020-04-10 14:54:28,2020-04-10 14:54:28,DOH000000000000767,5,0,6,13,0,4,11,387,2020-04-10,5,5,0,2,0,10,8,1,10,0,9,ST. JOSEPH SOUTHERN BUKIDNON HOSPITAL
2020-04-08 12:12:15,2020-04-08 12:12:15,DOH000000000000658,1,0,4,10,0,4,14,279,2020-04-08,50,500,0,0,0,0,10,0,10,0,30,BUKIDNON PROVINCIAL HOSPITAL - TALAKAG
2020-04-10 16:42:25,2020-04-10 16:42:25,DOH000000000003413,3,0,4,37,0,4,5,516,2020-04-10,12,9,0,0,0,29,0,0,44,0,27,KUTA CESAR L. SANG-AN STATION HOSPITAL
2020-04-10 18:56:24,2020-04-10 18:56:24,DOH000000000002025,1,0,4,0,0,4,4,552,2020-04-10,1,1,0,0,0,0,13,0,0,0,0,MAGALLANES MEDICARE COMMUNITY HOSPITAL
2020-04-03 3:36:52,2020-04-03 3:36:52,DOH000000000002117,12,6,6,55,0,4,24,156,2020-04-03,262,10,1,1,1,212,55,20,89,0,282,OCCIDENTAL MINDORO PROVINCIAL HOSPITAL
2020-04-04 10:19:38,2020-04-04 10:19:38,DOH000000000005566,2,0,1,3,0,4,4,231,2020-04-04,3,0,0,0,0,3,30,0,0,0,6,"PLTC, INC. LUIS A. TIAM MEDICAL CENTER"
2020-04-10 12:15:16,2020-04-10 12:15:16,DOH000000000000495,5,0,5,3,1,4,5,340,2020-04-10,3,3,0,0,0,25,10,1,15,0,10,DR. HENRY M. DE VILLA MEMORIAL HOSPITAL
2020-04-10 14:54:17,2020-04-10 14:54:17,DOH000000000038000,1,4,3,50,0,4,4,386,2020-04-10,45,10,0,1,0,100,50,2,3,0,100,"METRO HEALTH SPECIALISTS HOSPITAL, INC."
2020-04-10 9:24:37,2020-04-10 9:24:37,DOH000000000032268,2,0,3,0,0,4,4,303,2020-04-10,5,0,0,0,0,0,15,0,15,0,15,SAINT CAMILLUS MATERNITY AND POLYCLINIC
2020-04-10 16:13:26,2020-04-10 16:13:26,DOH000000000007054,5,0,4,1,0,4,6,481,2020-04-10,1,1,0,1,0,2,5,0,1,0,5,"METRO PAGADIAN SPECIALIST HOSPITAL, INC."
2020-04-04 17:50:24,2020-04-04 17:50:24,DOH000000000032090,2,0,1,2,0,4,2,243,2020-04-04,2,0,0,0,0,0,5,0,1,0,0,LORENZO TAN MULTI-PURPOSE COOPERATIVE HOSPITAL
2020-04-03 4:01:37,2020-04-03 4:01:37,DOH000000000032090,5,0,6,1,0,4,11,175,2020-04-03,0,0,0,0,0,1,0,0,1,0,1,LORENZO TAN MULTI-PURPOSE COOPERATIVE HOSPITAL
